# Time (s), Longitude (deg), Latitude (deg), Altitude (m), Ground Speed N (m/s), Ground Speed E (m/s), Ground Speed D (m/s), Yaw (deg), Pitch (deg), Roll (deg)
23692.996,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.2,-0.24,1.36
23693.006,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.18,-0.22,1.37
23693.016,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.15,-0.21,1.37
23693.026,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.13,-0.19,1.37
23693.036,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.1,-0.18,1.38
23693.046,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.08,-0.17,1.38
23693.056,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.05,-0.16,1.38
23693.069,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.03,-0.15,1.38
23693.077,136.2516845,35.2926613,122.828,-9.45,-6.15,0.23,73.01,-0.13,1.39
23693.087,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.98,-0.11,1.39
23693.097,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.96,-0.1,1.4
23693.109,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.94,-0.08,1.4
23693.117,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.91,-0.06,1.4
23693.127,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.89,-0.05,1.4
23693.139,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.87,-0.05,1.4
23693.146,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.84,-0.04,1.41
23693.156,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.82,-0.04,1.41
23693.166,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.8,-0.04,1.42
23693.176,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.77,-0.04,1.42
23693.186,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.75,-0.03,1.43
23693.196,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.72,-0.03,1.44
23693.206,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.69,-0.03,1.44
23693.216,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.67,-0.02,1.44
23693.226,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.64,-0.02,1.45
23693.236,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.62,-0.02,1.45
23693.246,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.59,-0.02,1.46
23693.256,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.57,-0.02,1.47
23693.269,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.54,-0.01,1.48
23693.276,136.2516709,35.2926442,122.758,-9.38,-6.2,0.23,72.52,0,1.49
23693.289,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.49,0,1.49
23693.297,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.47,0.02,1.5
23693.306,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.44,0.03,1.5
23693.319,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.42,0.04,1.5
23693.327,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.39,0.05,1.5
23693.337,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.36,0.06,1.51
23693.347,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.34,0.07,1.52
23693.356,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.31,0.08,1.53
23693.366,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.28,0.08,1.54
23693.376,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.26,0.09,1.55
23693.386,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.23,0.09,1.56
23693.396,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.2,0.09,1.57
23693.406,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.17,0.09,1.58
23693.416,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.15,0.09,1.59
23693.426,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.12,0.09,1.6
23693.436,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.09,0.09,1.61
23693.446,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.07,0.1,1.62
23693.456,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.04,0.11,1.63
23693.467,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,72.02,0.12,1.64
23693.477,136.2516577,35.2926271,122.728,-9.45,-6.1,0.23,71.99,0.13,1.64
23693.487,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.96,0.14,1.64
23693.498,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.94,0.15,1.65
23693.509,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.91,0.15,1.65
23693.517,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.88,0.14,1.65
23693.526,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.86,0.14,1.66
23693.539,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.83,0.14,1.66
23693.547,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.8,0.14,1.67
23693.556,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.77,0.15,1.68
23693.566,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.75,0.15,1.69
23693.576,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.72,0.15,1.7
23693.586,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.69,0.15,1.71
23693.597,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.66,0.15,1.71
23693.606,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.64,0.15,1.72
23693.616,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.61,0.15,1.72
23693.629,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.58,0.15,1.73
23693.636,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.56,0.15,1.73
23693.646,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.53,0.16,1.74
23693.656,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.5,0.17,1.74
23693.666,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.47,0.17,1.75
23693.676,136.2516442,35.2926098,122.652,-9.44,-6.15,0.23,71.44,0.17,1.76
23693.689,136.2516308,35.2925926,122.595,-9.44,-6.15,0.23,71.42,0.17,1.76
23693.697,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.39,0.17,1.77
23693.709,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.36,0.18,1.78
23693.717,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.33,0.18,1.79
23693.727,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.3,0.19,1.79
23693.739,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.27,0.2,1.8
23693.747,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.25,0.21,1.8
23693.757,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.22,0.22,1.81
23693.766,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.19,0.22,1.82
23693.776,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.17,0.22,1.83
23693.786,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.14,0.23,1.84
23693.796,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.11,0.23,1.84
23693.806,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.09,0.24,1.85
23693.816,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.06,0.25,1.85
23693.827,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.03,0.25,1.86
23693.836,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,71.01,0.26,1.86
23693.846,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,70.98,0.26,1.87
23693.856,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,70.95,0.27,1.87
23693.866,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,70.92,0.27,1.88
23693.876,136.2516308,35.2925926,122.595,-9.45,-6.15,0.23,70.9,0.28,1.89
23693.887,136.2516174,35.2925754,122.534,-9.45,-6.15,0.23,70.87,0.29,1.89
23693.899,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.84,0.29,1.9
23693.907,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.81,0.3,1.91
23693.917,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.79,0.3,1.91
23693.929,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.76,0.31,1.92
23693.937,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.73,0.31,1.93
23693.947,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.7,0.32,1.94
23693.956,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.68,0.33,1.95
23693.966,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.65,0.33,1.95
23693.976,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.62,0.34,1.95
23693.986,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.6,0.34,1.95
23693.996,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.57,0.35,1.95
23694.006,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.55,0.35,1.95
23694.016,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.52,0.36,1.96
23694.029,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.5,0.38,1.96
23694.036,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.47,0.39,1.96
23694.046,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.45,0.4,1.95
23694.056,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.42,0.41,1.95
23694.066,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.4,0.42,1.94
23694.076,136.2516174,35.2925754,122.534,-9.4,-6.14,0.24,70.38,0.42,1.94
23694.087,136.2516039,35.2925584,122.483,-9.4,-6.14,0.24,70.35,0.42,1.94
23694.097,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.33,0.42,1.94
23694.109,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.3,0.42,1.94
23694.117,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.28,0.42,1.94
23694.127,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.25,0.42,1.95
23694.139,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.23,0.42,1.95
23694.147,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.2,0.41,1.95
23694.156,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.18,0.41,1.96
23694.166,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.15,0.4,1.96
23694.176,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.13,0.4,1.96
23694.186,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.11,0.4,1.96
23694.196,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.08,0.39,1.96
23694.206,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.06,0.39,1.96
23694.216,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.04,0.38,1.96
23694.229,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,70.01,0.38,1.96
23694.236,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,69.99,0.38,1.97
23694.246,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,69.97,0.38,1.97
23694.256,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,69.94,0.38,1.97
23694.266,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,69.92,0.37,1.97
23694.276,136.2516039,35.2925584,122.483,-9.39,-6.16,0.23,69.9,0.37,1.97
23694.287,136.2515903,35.2925414,122.375,-9.39,-6.16,0.23,69.87,0.36,1.97
23694.299,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.85,0.35,1.98
23694.307,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.83,0.35,1.98
23694.317,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.81,0.36,1.98
23694.327,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.78,0.36,1.97
23694.337,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.76,0.37,1.97
23694.348,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.74,0.38,1.96
23694.356,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.72,0.38,1.96
23694.366,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.7,0.38,1.96
23694.376,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.68,0.38,1.96
23694.386,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.66,0.37,1.96
23694.396,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.64,0.37,1.96
23694.406,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.62,0.37,1.96
23694.416,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.6,0.37,1.96
23694.429,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.58,0.37,1.96
23694.436,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.55,0.37,1.96
23694.446,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.53,0.37,1.97
23694.456,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.51,0.37,1.97
23694.466,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.49,0.37,1.97
23694.476,136.2515903,35.2925414,122.375,-9.4,-6.14,0.24,69.47,0.38,1.97
23694.487,136.2515768,35.2925248,122.358,-9.4,-6.14,0.24,69.45,0.38,1.97
23694.497,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.44,0.39,1.96
23694.507,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.44,0.4,1.95
23694.518,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.44,0.41,1.93
23694.529,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.42,1.92
23694.537,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.43,1.92
23694.547,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.43,1.91
23694.558,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.44,1.91
23694.566,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.45,1.9
23694.576,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.46,1.89
23694.586,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.48,1.88
23694.597,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.49,1.87
23694.606,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.5,1.86
23694.616,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.51,1.86
23694.629,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.52,1.86
23694.636,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.53,1.85
23694.646,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.53,1.85
23694.656,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.54,1.85
23694.666,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.54,1.84
23694.676,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.54,1.83
23694.688,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.55,1.82
23694.699,136.2515768,35.2925248,122.358,-9.29,-6.19,0.23,69.43,0.55,1.81
23694.707,136.2515632,35.2925081,122.313,-9.29,-6.19,0.23,69.43,0.56,1.81
23694.716,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.43,0.56,1.8
23694.729,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.43,0.57,1.79
23694.737,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.43,0.58,1.77
23694.747,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.58,1.76
23694.759,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.59,1.74
23694.767,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.6,1.73
23694.777,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.61,1.71
23694.789,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.61,1.7
23694.797,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.61,1.68
23694.808,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.44,0.61,1.67
23694.816,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.45,0.62,1.66
23694.829,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.45,0.62,1.65
23694.836,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.45,0.62,1.64
23694.846,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.45,0.62,1.63
23694.856,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.46,0.61,1.62
23694.866,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.46,0.61,1.61
23694.876,136.2515632,35.2925081,122.313,-9.29,-6.25,0.24,69.46,0.61,1.6
23694.887,136.2515493,35.2924917,122.278,-9.29,-6.25,0.24,69.47,0.62,1.58
23694.899,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.47,0.62,1.57
23694.907,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.47,0.62,1.55
23694.919,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.47,0.62,1.54
23694.927,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.47,0.62,1.53
23694.937,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.48,0.61,1.52
23694.949,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.48,0.61,1.51
23694.956,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.48,0.61,1.5
23694.966,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.48,0.61,1.48
23694.976,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.48,0.62,1.47
23694.986,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.49,0.62,1.45
23694.996,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.49,0.62,1.43
23695.006,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.49,0.62,1.42
23695.016,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.5,0.61,1.41
23695.029,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.5,0.61,1.39
23695.036,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.5,0.61,1.38
23695.046,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.51,0.61,1.37
23695.056,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.51,0.6,1.36
23695.066,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.51,0.6,1.34
23695.076,136.2515493,35.2924917,122.278,-9.23,-6.25,0.23,69.52,0.6,1.33
23695.087,136.2515353,35.2924755,122.263,-9.23,-6.25,0.23,69.52,0.6,1.32
23695.097,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.52,0.59,1.31
23695.107,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.52,0.59,1.31
23695.117,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.53,0.59,1.3
23695.129,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.53,0.59,1.3
23695.137,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.53,0.59,1.29
23695.147,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.54,0.58,1.28
23695.158,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.54,0.58,1.27
23695.166,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.54,0.57,1.26
23695.176,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.55,0.57,1.25
23695.186,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.55,0.56,1.23
23695.196,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.55,0.56,1.22
23695.206,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.56,0.56,1.2
23695.216,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.56,0.57,1.19
23695.227,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.57,0.57,1.17
23695.236,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.57,0.56,1.16
23695.246,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.58,0.56,1.14
23695.256,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.58,0.55,1.13
23695.266,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.59,0.55,1.11
23695.276,136.2515353,35.2924755,122.263,-9.09,-6.36,0.21,69.59,0.54,1.1
23695.289,136.2515213,35.2924594,122.218,-9.06,-6.36,0.21,69.6,0.54,1.08
23695.297,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.61,0.53,1.06
23695.309,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.61,0.53,1.04
23695.317,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.62,0.52,1.03
23695.327,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.62,0.51,1.01
23695.339,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.63,0.5,1
23695.347,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.63,0.49,0.99
23695.356,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.64,0.49,0.98
23695.366,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.64,0.48,0.98
23695.376,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.65,0.48,0.98
23695.386,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.65,0.48,0.97
23695.396,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.66,0.48,0.97
23695.406,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.67,0.48,0.96
23695.416,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.67,0.48,0.95
23695.429,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.68,0.48,0.94
23695.436,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.69,0.49,0.93
23695.446,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.69,0.49,0.92
23695.456,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.7,0.49,0.92
23695.466,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.71,0.48,0.91
23695.476,136.2515213,35.2924594,122.218,-9.06,-6.33,0.21,69.71,0.47,0.9
23695.487,136.2515073,35.2924433,122.209,-9.06,-6.33,0.21,69.72,0.46,0.89
23695.499,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.73,0.45,0.89
23695.507,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.73,0.45,0.88
23695.517,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.74,0.44,0.88
23695.527,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.74,0.44,0.87
23695.537,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.75,0.44,0.87
23695.549,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.76,0.45,0.86
23695.556,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.77,0.45,0.86
23695.566,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.77,0.46,0.85
23695.576,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.78,0.46,0.84
23695.586,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.79,0.46,0.83
23695.597,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.8,0.47,0.83
23695.606,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.81,0.47,0.82
23695.616,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.81,0.48,0.82
23695.629,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.82,0.49,0.82
23695.636,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.83,0.5,0.82
23695.646,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.84,0.51,0.82
23695.656,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.85,0.51,0.81
23695.666,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.86,0.52,0.81
23695.676,136.2515073,35.2924433,122.209,-9,-6.42,0.2,69.87,0.52,0.81
23695.689,136.251493,35.2924272,122.164,-9,-6.42,0.2,69.87,0.53,0.81
23695.697,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.88,0.53,0.81
23695.709,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.89,0.54,0.81
23695.717,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.9,0.55,0.81
23695.727,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.91,0.56,0.82
23695.739,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.92,0.57,0.82
23695.747,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.92,0.57,0.82
23695.757,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.93,0.59,0.82
23695.766,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.94,0.6,0.82
23695.776,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.95,0.61,0.82
23695.786,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.96,0.62,0.82
23695.796,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.97,0.64,0.82
23695.806,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.98,0.65,0.82
23695.816,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,69.99,0.65,0.82
23695.829,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70,0.66,0.82
23695.836,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70.01,0.66,0.83
23695.846,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70.02,0.67,0.83
23695.856,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70.03,0.67,0.84
23695.866,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70.04,0.68,0.85
23695.876,136.251493,35.2924272,122.164,-8.87,-6.52,0.19,70.05,0.68,0.85
23695.889,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.06,0.69,0.86
23695.897,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.07,0.7,0.87
23695.907,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.09,0.7,0.88
23695.917,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.1,0.7,0.88
23695.927,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.11,0.7,0.89
23695.937,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.12,0.7,0.89
23695.947,136.2514788,35.2924114,122.155,-8.8,-6.47,0.18,70.13,0.7,0.89
