# Time (s), Longitude (deg), Latitude (deg), Altitude (m), Ground Speed N (m/s), Ground Speed E (m/s), Ground Speed D (m/s), Yaw (deg), Pitch (deg), Roll (deg)
23647.666,136.2544519,35.2941749,130.631,0.01,0,-0.02,0.61,-1.39,0.31
23647.676,136.2544519,35.2941749,130.631,0.01,0,-0.02,0.61,-1.39,0.31
23647.687,136.254452,35.2941748,130.574,0.01,0,-0.02,0.61,-1.4,0.3
23647.699,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.4,0.3
23647.707,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.4,0.3
23647.717,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.4,0.31
23647.729,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.4,0.31
23647.737,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.4,0.31
23647.746,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.39,0.31
23647.759,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.39,0.3
23647.767,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.38,0.3
23647.777,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.38,0.3
23647.786,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.37,0.3
23647.796,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.37,0.29
23647.806,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.61,-1.36,0.29
23647.816,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.29
23647.826,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.28
23647.836,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.28
23647.846,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.27
23647.856,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.27
23647.866,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.26
23647.876,136.254452,35.2941748,130.574,-0.02,0.02,-0.01,0.62,-1.36,0.26
23647.887,136.2544517,35.2941747,130.591,-0.02,0.02,-0.01,0.62,-1.37,0.26
23647.897,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.37,0.25
23647.909,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.38,0.25
23647.917,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.39,0.25
23647.927,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.39,0.25
23647.939,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.4,0.25
23647.947,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.4,0.24
23647.957,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.4,0.24
23647.968,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.41,0.23
23647.976,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.42,0.23
23647.986,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.42,0.22
23647.996,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.43,0.22
23648.006,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.44,0.22
23648.016,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.45,0.21
23648.026,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.46,0.21
23648.036,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.46,0.21
23648.046,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.47,0.2
23648.056,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.47,0.2
23648.066,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.48,0.19
23648.076,136.2544517,35.2941747,130.591,0.02,0.02,0,0.62,-1.48,0.18
23648.087,136.2544513,35.2941745,130.602,-0.03,0.02,0,0.62,-1.49,0.18
23648.097,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.17
23648.107,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.5,0.17
23648.117,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.5,0.16
23648.127,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.5,0.16
23648.137,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.5,0.15
23648.147,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.5,0.15
23648.157,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.14
23648.166,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.14
23648.176,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.13
23648.186,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.13
23648.196,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.49,0.13
23648.206,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.48,0.12
23648.216,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.47,0.12
23648.226,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.46,0.11
23648.236,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.45,0.11
23648.246,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.62,-1.43,0.1
23648.256,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.61,-1.42,0.1
23648.266,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.61,-1.41,0.1
23648.276,136.2544513,35.2941745,130.602,-0.03,-0.01,0,0.61,-1.4,0.09
23648.287,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.38,0.08
23648.299,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.37,0.08
23648.307,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.36,0.07
23648.316,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.35,0.07
23648.329,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.34,0.06
23648.337,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.34,0.06
23648.347,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.33,0.06
23648.359,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.32,0.06
23648.367,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.32,0.06
23648.376,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.31,0.06
23648.386,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.61,-1.31,0.06
23648.397,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.6,-1.3,0.05
23648.406,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.6,-1.3,0.05
23648.416,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.6,-1.3,0.05
23648.426,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.6,-1.3,0.05
23648.436,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.59,-1.3,0.04
23648.446,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.59,-1.3,0.04
23648.456,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.59,-1.3,0.03
23648.466,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.59,-1.31,0.03
23648.476,136.2544512,35.2941745,130.598,0.01,0,-0.01,0.59,-1.31,0.02
23648.487,136.2544511,35.2941744,130.608,0.01,0,-0.01,0.59,-1.31,0.02
23648.499,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.31,0.02
23648.507,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.31,0.01
23648.517,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.31,0.01
23648.529,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.3,0.01
23648.537,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.3,0.01
23648.547,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.3,0
23648.557,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.3,0
23648.567,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.3,0
23648.576,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.59,-1.29,0
23648.586,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.58,-1.29,0.01
23648.596,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.58,-1.29,0.01
23648.606,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.58,-1.29,0.01
23648.616,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.58,-1.29,0.02
23648.626,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.57,-1.28,0.02
23648.636,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.57,-1.28,0.03
23648.646,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.57,-1.28,0.03
23648.656,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.56,-1.28,0.04
23648.666,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.56,-1.28,0.04
23648.676,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.56,-1.28,0.04
23648.687,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.56,-1.28,0.05
23648.697,136.2544511,35.2941744,130.608,0.03,0.01,-0.02,0.55,-1.28,0.05
23648.707,136.2544509,35.2941744,130.64,0.03,0.01,-0.02,0.55,-1.28,0.05
23648.719,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.55,-1.28,0.05
23648.727,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.55,-1.28,0.05
23648.737,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.28,0.05
23648.749,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.29,0.05
23648.757,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.28,0.05
23648.767,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.28,0.05
23648.777,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.28,0.05
23648.787,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.28,0.05
23648.797,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.29,0.05
23648.807,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.29,0.05
23648.816,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.54,-1.3,0.05
23648.826,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.53,-1.31,0.05
23648.836,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.53,-1.32,0.05
23648.846,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.53,-1.33,0.05
23648.856,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.53,-1.34,0.05
23648.866,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.52,-1.35,0.05
23648.876,136.2544509,35.2941744,130.64,0.03,0.02,-0.03,0.52,-1.35,0.05
23648.887,136.2544508,35.2941743,130.643,0.03,0.02,-0.03,0.52,-1.36,0.05
23648.899,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.52,-1.36,0.05
23648.907,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.52,-1.37,0.05
23648.916,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.38,0.05
23648.929,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.39,0.05
23648.937,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.39,0.05
23648.947,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.4,0.05
23648.959,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.41,0.05
23648.967,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.42,0.05
23648.976,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.51,-1.43,0.05
23648.986,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.5,-1.43,0.05
23648.996,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.5,-1.43,0.06
23649.006,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.5,-1.44,0.06
23649.016,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.5,-1.44,0.06
23649.026,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.49,-1.44,0.07
23649.036,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.49,-1.45,0.07
23649.046,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.49,-1.45,0.06
23649.056,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.49,-1.45,0.06
23649.066,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.49,-1.45,0.06
23649.076,136.2544508,35.2941743,130.643,0.02,-0.02,-0.02,0.48,-1.46,0.06
23649.089,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.06
23649.097,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.06
23649.106,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.06
23649.119,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.05
23649.127,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.05
23649.137,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.46,0.05
23649.149,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.47,0.05
23649.157,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.48,-1.47,0.05
23649.168,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.47,-1.47,0.05
23649.176,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.47,-1.47,0.05
23649.186,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.47,-1.48,0.04
23649.196,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.47,-1.48,0.04
23649.206,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.47,-1.48,0.04
23649.216,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.04
23649.226,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.03
23649.236,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.03
23649.246,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.02
23649.256,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.01
23649.266,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.48,0.01
23649.276,136.2544509,35.2941743,130.618,0.05,-0.01,-0.03,0.46,-1.47,0.01
23649.287,136.2544509,35.2941742,130.618,0.05,-0.01,-0.03,0.45,-1.47,0.01
23649.299,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.47,0.01
23649.307,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.01
23649.319,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.02
23649.327,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.02
23649.337,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.01
23649.347,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.01
23649.357,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0.01
23649.367,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.48,0
23649.376,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.49,0
23649.386,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.49,0
23649.397,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.5,0
23649.406,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.51,-0.01
23649.416,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.52,-0.01
23649.426,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.53,-0.01
23649.436,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.54,0
23649.446,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.56,0
23649.456,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.57,0
23649.466,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.58,0
23649.477,136.2544509,35.2941742,130.618,0.03,0.01,-0.04,0.45,-1.59,0
23649.487,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.6,0
23649.499,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.61,0
23649.507,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.61,0
23649.517,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.62,0
23649.527,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.63,0
23649.537,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.64,0
23649.547,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.65,0
23649.557,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.66,0
23649.566,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.67,0.01
23649.576,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.68,0.01
23649.586,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.68,0.01
23649.596,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.68,0.01
23649.606,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.68,0.01
23649.616,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.69,0.01
23649.626,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.69,0.01
23649.636,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.43,-1.69,0.01
23649.646,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.7,0.01
23649.656,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.7,0.01
23649.666,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.7,0
23649.677,136.2544508,35.294174,130.611,-0.01,0.01,-0.04,0.44,-1.69,0
23649.688,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.44,-1.69,0.01
23649.699,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.44,-1.68,0.01
23649.707,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.43,-1.67,0.01
23649.716,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.43,-1.66,0.01
23649.729,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.43,-1.65,0.02
23649.737,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.43,-1.64,0.02
23649.747,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.43,-1.63,0.03
23649.759,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.62,0.03
23649.767,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.61,0.04
23649.776,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.6,0.04
23649.786,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.59,0.04
23649.796,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.58,0.04
23649.806,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.42,-1.56,0.03
23649.817,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.55,0.03
23649.829,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.54,0.03
23649.836,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.53,0.03
23649.846,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.52,0.02
23649.856,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.51,0.02
23649.866,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.5,0.01
23649.876,136.2544512,35.294174,130.587,-0.02,0.04,-0.01,0.41,-1.49,0.01
23649.887,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.48,0
23649.897,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.48,0
23649.907,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.47,0
23649.917,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.46,0
23649.927,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.45,0
23649.937,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.41,-1.44,0
23649.947,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.4,-1.43,0
23649.959,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.4,-1.43,0.01
23649.966,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.4,-1.42,0.01
23649.976,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.39,-1.42,0.01
23649.986,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.39,-1.42,0.01
23649.996,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.38,-1.42,0.01
23650.006,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.38,-1.42,0
23650.016,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.38,-1.42,0
23650.026,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.036,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.046,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.056,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.066,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.077,136.2544513,35.2941738,130.544,-0.02,0.01,0,0.37,-1.42,0
23650.087,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.42,0
23650.098,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.42,0
23650.109,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.42,0
23650.117,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.42,0
23650.127,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.41,0
23650.139,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.36,-1.41,-0.01
23650.147,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.35,-1.41,-0.01
23650.158,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.35,-1.41,-0.01
23650.166,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.35,-1.4,-0.01
23650.176,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.34,-1.4,-0.01
23650.186,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.34,-1.4,-0.01
23650.196,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.33,-1.4,-0.01
23650.206,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.33,-1.4,-0.01
23650.216,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.32,-1.4,-0.01
23650.226,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.32,-1.4,-0.02
23650.236,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.32,-1.4,-0.02
23650.246,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.31,-1.4,-0.03
23650.256,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.31,-1.39,-0.03
23650.266,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.31,-1.39,-0.04
23650.277,136.2544515,35.2941737,130.518,-0.02,0.01,0.01,0.31,-1.38,-0.05
23650.287,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.3,-1.38,-0.06
23650.299,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.3,-1.38,-0.07
23650.307,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.3,-1.38,-0.08
23650.317,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.3,-1.38,-0.09
23650.329,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.3,-1.38,-0.09
23650.337,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.29,-1.38,-0.1
23650.349,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.29,-1.38,-0.1
23650.357,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.29,-1.38,-0.11
23650.366,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.28,-1.39,-0.11
23650.376,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.28,-1.39,-0.12
23650.386,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.27,-1.4,-0.12
23650.397,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.27,-1.41,-0.13
23650.406,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.27,-1.41,-0.14
23650.416,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.26,-1.42,-0.14
23650.426,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.26,-1.43,-0.14
23650.436,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.25,-1.43,-0.15
23650.446,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.25,-1.44,-0.15
23650.456,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.25,-1.44,-0.16
23650.466,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.25,-1.45,-0.16
23650.477,136.2544517,35.2941736,130.51,-0.02,-0.02,0.01,0.24,-1.45,-0.17
23650.489,136.2544518,35.2941735,130.498,-0.02,-0.02,0.01,0.24,-1.46,-0.18
23650.497,136.2544518,35.2941735,130.498,0.03,0,0.01,0.24,-1.47,-0.19
23650.507,136.2544518,35.2941735,130.498,0.03,0,0.01,0.24,-1.47,-0.2
23650.517,136.2544518,35.2941735,130.498,0.03,0,0.01,0.24,-1.48,-0.2
23650.527,136.2544518,35.2941735,130.498,0.03,0,0.01,0.23,-1.48,-0.2
23650.537,136.2544518,35.2941735,130.498,0.03,0,0.01,0.23,-1.49,-0.21
23650.547,136.2544518,35.2941735,130.498,0.03,0,0.01,0.23,-1.5,-0.21
23650.557,136.2544518,35.2941735,130.498,0.03,0,0.01,0.22,-1.51,-0.22
23650.567,136.2544518,35.2941735,130.498,0.03,0,0.01,0.22,-1.51,-0.22
23650.578,136.2544518,35.2941735,130.498,0.03,0,0.01,0.21,-1.52,-0.22
23650.586,136.2544518,35.2941735,130.498,0.03,0,0.01,0.21,-1.53,-0.23
23650.596,136.2544518,35.2941735,130.498,0.03,0,0.01,0.2,-1.54,-0.23
23650.606,136.2544518,35.2941735,130.498,0.03,0,0.01,0.2,-1.53,-0.23
23650.616,136.2544518,35.2941735,130.498,0.03,0,0.01,0.2,-1.53,-0.23
23650.626,136.2544518,35.2941735,130.498,0.03,0,0.01,0.19,-1.53,-0.23
23650.636,136.2544518,35.2941735,130.498,0.03,0,0.01,0.19,-1.53,-0.23
23650.646,136.2544518,35.2941735,130.498,0.03,0,0.01,0.19,-1.53,-0.24
