# Time[msec],ラダー舵角[deg],エレベーター舵角[deg],加速度(X軸)[m/s^2],加速度(Y軸)[m/s^2],加速度(Z軸)[m/s^2],角速度(X軸)[deg/sec],角速度(Y軸)[deg/sec],角速度(Z軸)[deg/sec],荷重(2Hzローパス)[G],ロール[deg],ピッチ[deg],ヨー[deg],緯度[deg],経度[deg],進行角[deg],対地速度(北方向)[m/s],対地速度(東方向)[m/s],対地速度(下方向)[m/s],対地速度の大きさ[m/s],対気速度[m/s],AoA[deg],AoS[deg],気温[degC],動圧[Pa],大気圧[hPa],湿度[%],大気密度[kg/m^3],北方向風速[m/s],東方向風速[m/s],下方向風速[m/s],風速[m/s],高度[m]
37.70000000,-0.06919314,-0.76630300,-0.43162470,0.06973251,10.31703303,2.29312544,-2.06167102,1.95670226,1.06464839,1.57588500,-2.02126400,222.05000000,35.29327978,136.25222084,218.03218737,-8.97441493,-7.01970400,0.28193600,11.39515868,11.38953436,-1.37450195,-4.55491760,36.03973694,72.04643568,998.08566110,56.22347794,1.11076379,3.08779183,-2.72834183,-0.17852714,4.12433988,4.00415489
37.75000000,-0.02913742,-0.75930655,0.03280662,-0.07412026,10.46591857,2.11619371,-1.80799105,1.93094174,1.06165522,1.59818640,-1.95965858,222.00000000,35.29327920,136.25222030,218.00417993,-8.98000000,-7.01700000,0.28100000,11.39700000,11.33137344,-1.36434781,-4.43629781,36.08868075,71.29680376,998.08397499,56.30450397,1.11052778,3.10314810,-2.66907767,-0.18793986,4.09741688,4.01842880
37.80000000,-0.02883710,-0.75543910,-0.23355186,0.05489326,10.39084883,1.56857936,-1.71150516,1.35759632,1.05511509,1.67047205,-1.89838281,221.94000000,35.29327542,136.25221692,217.59973819,-9.04931141,-6.96884207,0.28955141,11.42220415,11.31674217,-1.16879653,-4.24742411,36.09587945,71.10919017,998.08316334,56.35901110,1.11048403,3.14807743,-2.68515975,-0.17016427,4.14118706,4.02563883
37.85000000,-0.05230185,-0.76092164,0.01630655,-0.23152251,10.41357930,1.58704003,-1.60553544,0.17762839,1.04578006,1.72849352,-1.83402648,221.89100000,35.29327080,136.25221280,217.10802004,-9.13400000,-6.91000000,0.30000000,11.45300000,11.29627743,-1.06811523,-4.41183166,36.09865500,70.85048769,998.08602803,56.36192538,1.11047432,3.27143384,-2.74361773,-0.17554441,4.27323454,3.99960944
37.90000000,-0.05029302,-0.77903093,-0.14815138,-0.03947756,10.05841480,2.47385409,-0.72051055,-0.26272735,1.03460225,1.78360111,-1.75395572,221.84000000,35.29327053,136.25221256,217.09423445,-9.13875585,-6.91014126,0.30004709,11.45690827,11.16652479,-1.13872844,-5.14874528,36.18390053,69.21589722,998.09444941,56.33261210,1.11012032,3.46581964,-2.70601427,-0.21169225,4.40218499,3.92147377
37.95000000,-0.00992580,-0.74301649,-0.15468146,-0.06286114,10.05999974,1.54687781,-0.07347063,0.30870772,1.02486013,1.83442574,-1.71970915,221.79000000,35.29326283,136.25220559,216.81927598,-9.23429116,-6.91297895,0.30099298,11.53541749,11.16001323,-0.82697133,-4.37974442,36.08791615,69.15734835,998.09519704,56.14538216,1.11059019,3.43819964,-2.62154542,-0.15480550,4.32639364,3.91670604
38.00000000,-0.02839669,-0.76282225,-0.45772987,0.09998661,9.89854039,2.09409090,-1.08330877,1.35469749,1.01501422,1.86934799,-1.66635335,221.73000000,35.29325507,136.25219833,216.94375245,-9.13297693,-6.86814503,0.30012049,11.42782036,11.02131753,-1.46080350,-5.04796976,36.09894670,67.45155658,998.09870019,56.18699157,1.11054000,3.51475773,-2.61154795,-0.29219632,4.38851720,3.88471459
38.05000000,-0.03096776,-0.77634153,0.00682917,0.00517236,9.99918275,1.69972319,-1.37675698,1.77880163,1.00814870,1.89667471,-1.62033807,221.67296904,35.29325440,136.25219770,216.96127039,-9.11900000,-6.86200000,0.30000000,11.41300000,10.98931094,-1.62728759,-5.59532541,36.10055542,67.05730123,998.10498854,56.18467393,1.11054065,3.60543250,-2.64159767,-0.33659084,4.48223997,3.82766931
38.10000000,-0.01757146,-0.78543710,-0.10830743,-0.12671097,9.71835805,1.47000003,-1.31835199,2.05142003,1.00345231,1.94418712,-1.56174510,221.61000000,35.29325108,136.25219460,217.11489722,-9.07222250,-6.86497675,0.29277075,11.37727900,10.99466932,-1.76027968,-5.63442793,36.11304798,67.11838152,998.10908101,56.26242676,1.11047025,3.56067292,-2.64549867,-0.36708169,4.45104525,3.79029948
38.15000000,0.02259525,-0.81345984,-0.22250178,-0.01642688,9.82922511,1.27856428,-0.98906034,2.13760901,1.00119852,1.98226257,-1.49211606,221.55000000,35.29324660,136.25219040,217.32406261,-9.00900000,-6.86900000,0.28300000,11.32900000,11.00073213,-1.77152913,-5.46893773,36.12993240,67.18668504,998.11082867,56.32942814,1.11037618,3.46661566,-2.63036554,-0.37243602,4.36748848,3.77409268
38.20000000,0.06299800,-0.90126683,-0.15394349,0.00430385,9.91536600,0.49790806,-0.71318008,1.83098325,1.00086600,1.99010200,-1.48738300,221.49000000,35.29324640,136.25219021,217.32605101,-9.00911541,-6.86958242,0.28239748,11.32939493,10.96466009,-1.42288452,-5.38974548,36.12782058,66.75164345,998.11201965,56.13539274,1.11045043,3.47374045,-2.59304351,-0.30568810,4.34559461,3.76333940
38.25000000,0.17407264,-0.93176744,-0.22946028,0.01705793,9.79039782,0.69847749,-1.04746245,1.26364672,1.00120016,2.00680702,-1.47698028,221.43100000,35.29323894,136.25218331,217.41660103,-9.01624447,-6.89757979,0.26711600,11.35176761,10.89945551,-1.54880005,-5.51566101,36.07425912,65.97454741,998.11345614,56.11968589,1.11068434,3.53367869,-2.52005678,-0.31719596,4.35180244,3.75146660
38.30000000,0.38444191,-0.95678343,-0.09617876,-0.07094898,9.96400173,0.69999999,-1.04999995,1.25999999,1.00134857,1.96441900,-1.47423400,221.37000000,35.29323063,136.25217540,217.21678611,-9.21809654,-7.00117366,0.27491558,11.57554882,10.89755988,-1.45313009,-5.43931620,36.07385254,65.94274521,998.11346440,56.11962891,1.11068594,3.72354345,-2.40756248,-0.30614491,4.44464370,3.75140042
38.35000000,0.82420939,-0.95018080,-0.22544436,-0.03147466,9.64992568,0.80609751,-0.25052934,0.88639376,1.00058557,1.93688600,-1.46779715,221.31000000,35.29322990,136.25217470,217.18294305,-9.24500000,-7.01300000,0.27600000,11.60400000,10.88725418,-1.52297224,-5.45824972,36.15996536,65.79790577,998.11498252,56.12785000,1.11030873,3.75914432,-2.38874777,-0.32125021,4.46547687,3.73578296
38.40000000,1.19514691,-0.95682447,-0.27090444,0.15585579,9.92967201,1.06174004,0.04280398,0.20182013,0.99891284,1.90165100,-1.46650900,221.24000000,35.29322641,136.25217138,217.32630957,-9.20715275,-7.02065450,0.28322925,11.57848500,10.87154916,-1.58619986,-5.44463989,36.17137060,65.61465467,998.11779176,56.16706229,1.11025359,3.72669319,-2.36594659,-0.33987862,4.42735394,3.71006273
38.45000000,1.64646836,-0.96903374,-0.24906413,0.04492492,9.61473524,1.10398563,-0.38850270,0.14825163,0.99688996,1.80447309,-1.47959373,221.18260268,35.29322170,136.25216690,217.52108210,-9.15600000,-7.03100000,0.29300000,11.54400000,10.86572870,-1.56869032,-5.40927017,36.14614314,65.54430068,998.11924802,56.18842920,1.11036061,3.67297883,-2.34755102,-0.34190578,4.37249001,3.69740390
38.50000000,2.45752046,-0.95943845,-0.16461138,0.13158013,9.73661986,0.50003216,-0.95004905,1.13200402,0.99466881,1.74046388,-1.47846450,221.12000000,35.29322154,136.25216676,217.51389146,-9.15597200,-7.02915200,0.29301225,11.54285200,10.86445670,-1.46186523,-5.43204217,36.21500778,65.51206687,998.11966372,56.12104405,1.11007464,3.67795232,-2.35115567,-0.32096830,4.37701804,3.69214144
38.55000000,2.60712729,-0.98384596,-0.27491636,0.08683751,9.76700041,0.02637568,-1.18808213,1.18558965,0.99331496,1.65586460,-1.47615533,221.06000000,35.29321399,136.25215994,217.26668065,-9.15501274,-6.96584089,0.29388563,11.50352237,10.81092504,-1.46186523,-5.47053053,36.20220029,64.87502938,998.12154898,56.05618365,1.11015240,3.71036421,-2.37206527,-0.32084921,4.41547737,3.67532181
38.60000000,3.45506570,-0.97552843,-0.06677022,0.18686091,9.74842401,-0.25696395,-1.14405539,1.23646640,0.99299016,1.59937586,-1.46643304,221.01000000,35.29320581,136.25215236,217.25860161,-9.20758652,-7.00379333,0.30010756,11.56851763,10.82579931,-1.53763346,-5.48881843,36.20203018,65.05345186,998.12758529,56.10684340,1.11014635,3.75813606,-2.34843856,-0.34226811,4.44476071,3.62058273
38.65000000,4.16349655,-0.95577508,-0.29082574,0.12033385,9.73401012,-0.08200000,-1.02298001,1.58927999,0.99392807,1.51093200,-1.44551100,220.96117304,35.29320500,136.25215160,217.25784117,-9.21600000,-7.01000000,0.30100000,11.57900000,10.81273655,-1.52127930,-5.51960510,36.12762280,64.91979085,998.12756589,56.05869141,1.11048456,3.77731435,-2.33351187,-0.34253821,4.45316896,3.62238929
38.70000000,4.55989593,-0.93990586,-0.06037280,0.10321468,9.80643026,0.15391259,-0.52379799,1.53330946,0.99561300,1.45302356,-1.44566657,220.91200908,35.29320172,136.25214868,217.16645787,-9.19637096,-6.97194370,0.29298815,11.54054311,10.79565075,-1.50581055,-5.56230855,36.13855099,64.70744143,998.12788683,56.04519133,1.11044149,3.77716467,-2.36322585,-0.33069270,4.46779218,3.61923982
38.75000000,4.74113663,-0.92923530,-0.19551168,0.06176290,9.81631559,0.19001230,0.04670262,0.71849633,0.99809524,1.40446713,-1.44090046,220.86000000,35.29319680,136.25214430,217.02857261,-9.16700000,-6.91500000,0.28100000,11.48300000,10.78373307,-1.43851888,-5.50218002,36.20039319,64.54785486,998.13197194,56.04564164,1.11017468,3.75005384,-2.40787028,-0.30579996,4.46701877,3.58083690
38.80000000,4.80154840,-0.92092985,-0.24635932,0.15189375,9.74574200,-0.04286154,0.18513600,-0.06062636,1.00042123,1.36963800,-1.43914400,220.82000000,35.29319665,136.25214416,217.02563287,-9.16604800,-6.91354400,0.28044000,11.48134800,10.76816451,-1.07726185,-4.81723290,36.13157730,64.38379807,998.13714749,55.93031616,1.11051195,3.65499759,-2.33624520,-0.23421491,4.34418066,3.53542850
38.85000000,4.81878634,-0.93312740,0.00091415,0.03857145,9.95113414,-0.67365924,1.03941250,-0.44766313,1.00194753,1.32079673,-1.43408538,220.79000000,35.29318928,136.25213744,216.92441090,-9.13343319,-6.86366252,0.26125481,11.42475170,10.77083945,-1.02277965,-4.07394736,36.18793027,64.39978914,998.13406617,56.03131239,1.11023602,3.50836316,-2.32039699,-0.20170969,4.21112112,3.56212033
38.90000000,4.96172073,-0.91136702,-0.12756488,0.23578556,9.73118099,-0.89452105,0.46833946,-1.42306815,1.00276628,1.26043579,-1.39034578,220.76000000,35.29318103,136.25212977,216.92842906,-9.23903511,-6.94403496,0.27479319,11.55762148,10.74691087,-1.02241211,-4.27478414,36.15504311,64.12225120,998.12941192,55.95504399,1.11039582,3.66774067,-2.24486330,-0.22353965,4.30600776,3.60504948
38.95000000,4.98226794,-0.91609839,-0.15850354,0.15296412,9.82681431,-0.52100615,-0.00937926,-1.39344065,1.00249806,1.17801240,-1.37699819,220.73000000,35.29318020,136.25212900,216.92927662,-9.25600000,-6.95700000,0.27700000,11.57900000,10.68233184,-1.13631836,-4.00911682,36.13333483,63.36305592,998.13050966,55.97130127,1.11048903,3.68633761,-2.15734731,-0.24753949,4.27837682,3.59557334
39.00000000,4.92838469,-0.91739182,-0.09334860,0.02196641,9.86006484,0.25580499,-0.59524982,-0.64079967,1.00149838,1.12354666,-1.36363582,220.71000000,35.29317696,136.25212600,216.88605245,-9.24975764,-6.94139411,0.28675368,11.56456455,10.62014998,-1.17247565,-4.00100121,36.15806115,62.61707068,998.13376739,55.97666385,1.11038488,3.71926388,-2.12405156,-0.26588844,4.29129532,3.56548977
39.05000000,4.85339753,-0.90295800,-0.23914376,0.16423637,9.78652783,0.65891818,-0.94150001,0.38807376,1.00002778,1.11057285,-1.35989655,220.70000000,35.29317190,136.25212130,216.81827179,-9.24000000,-6.91700000,0.30200000,11.54200000,10.62211618,-1.16845077,-4.20787048,36.19535446,62.63489473,998.13513203,55.94034425,1.11023130,3.74984673,-2.17523683,-0.28166175,4.34423056,3.55229036
39.10000000,4.91594285,-0.87955217,-0.15368900,0.03635875,9.82923543,0.69783949,-0.69144848,0.68898147,0.99843536,1.07559955,-1.35818089,220.70000000,35.29317179,136.25212119,216.82579469,-9.23954745,-6.91855440,0.30207870,11.54249881,10.74343725,-1.43314659,-4.02247620,36.15988351,64.08137039,998.13414176,55.90536192,1.11039131,3.66535660,-2.26439496,-0.33019200,4.32103579,3.56205485
39.15000000,4.93438430,-0.84487486,-0.18223040,0.05608053,9.78233444,0.56929012,-0.63801678,0.15101852,0.99718527,1.05663602,-1.35296778,220.72499408,35.29316435,136.25211408,217.19218382,-9.21745255,-6.99444560,0.30592130,11.56963969,10.73496498,-1.54831029,-4.02247620,36.18810080,63.97259355,998.13349284,55.86840350,1.11027748,3.65753351,-2.18706868,-0.35625891,4.27641686,3.56731569
39.20000000,4.95672686,-0.85265621,-0.04442380,0.09429720,9.75013766,0.51231251,-0.44789061,0.14000000,0.99644772,1.04986568,-1.35060381,220.79000000,35.29315595,136.25210706,216.52885076,-9.30221875,-6.89053125,0.29503125,11.57743490,10.73041292,-1.50155335,-3.94136620,36.12558997,63.93611207,998.13651331,55.89618242,1.11053693,3.74224128,-2.28571052,-0.33669290,4.39797732,3.54131122
39.25000000,4.87872172,-0.87219104,-0.00776467,0.06037200,9.84167351,0.36353010,-0.50733796,-0.30676727,0.99617857,1.01297200,-1.32692700,220.85676816,35.29315500,136.25210630,216.40469207,-9.31800000,-6.87100000,0.29300000,11.57800000,10.75425775,-1.45108236,-3.86314583,36.11390686,64.22446121,998.14485178,55.81938951,1.11063508,3.74440041,-2.32496807,-0.32900985,4.41975773,3.46597242
39.30000000,4.80703660,-0.88962166,-0.23194587,0.10376094,9.67047939,-0.16552084,-0.19136575,-0.71625355,0.99607780,0.99086559,-1.33472987,220.94000000,35.29315195,136.25210359,216.46886792,-9.27022801,-6.85181597,0.29375231,11.52759491,10.74551971,-1.44815776,-3.85496012,36.12596168,64.11839127,998.14745197,55.75109446,1.11059348,3.71099009,-2.34266089,-0.32742210,4.40076274,3.44212764
39.35000000,4.79829042,-0.89514821,-0.16294861,0.04678085,9.78817420,-0.60697368,0.34343749,-0.71029410,0.99579233,0.97644263,-1.36661689,221.02000000,35.29314690,136.25209910,216.57653268,-9.19100000,-6.82000000,0.29500000,11.44400000,10.67274154,-1.42753296,-3.85750961,36.14345073,63.24847648,998.14822350,55.74808788,1.11052134,3.68227637,-2.32002289,-0.31851149,4.36384178,3.43473873
39.40000000,4.79730939,-0.89539831,-0.10098888,0.01153884,9.74921964,-0.29838267,-0.06586806,-0.15608455,0.99506223,0.96804566,-1.40641499,221.10000000,35.29314678,136.25209900,216.56131974,-9.19562384,-6.81964583,0.29559028,11.44709672,10.63837039,-1.24449579,-3.74845573,36.13039468,62.84509114,998.15873458,55.78048420,1.11058292,3.69957265,-2.28804699,-0.27730141,4.35877195,3.33973405
39.45000000,4.69984558,-0.90760996,-0.24290358,0.05651939,9.74501749,0.68215459,0.13586806,0.41137866,0.99379220,0.96409460,-1.42703852,221.17757364,35.29313868,136.25209228,215.82976636,-9.42137616,-6.80235417,0.32440972,11.61556388,10.69296213,-1.36877502,-3.62538775,36.15745535,63.48467345,998.16255169,55.80494595,1.11045928,3.88956175,-2.34742520,-0.32489178,4.55462955,3.30450578
39.50000000,4.13184030,-0.87622253,-0.28955488,-0.01017514,9.75867546,0.56961714,-0.26655054,-0.17323530,0.99222699,0.94970195,-1.43017934,221.26708583,35.29313049,136.25208474,216.10701550,-9.42102183,-6.87169438,0.32251092,11.66411323,10.70602019,-1.39412524,-2.88060444,36.17132072,63.63782453,998.16249639,55.71760897,1.11042659,3.77394026,-2.22277162,-0.32465905,4.39189506,3.30468909
39.55000000,3.25701166,-0.89258345,-0.12282399,0.16045814,9.66257377,0.12217764,-0.32602370,-0.87366838,0.99073799,0.94227408,-1.43490427,221.36000000,35.29312950,136.25208380,216.16672444,-9.42000000,-6.88600000,0.32200000,11.66800000,10.72646814,-1.11936523,-2.81409792,36.15665111,63.88573432,998.16451764,55.65929115,1.11050271,3.76444393,-2.22735109,-0.27162644,4.38245501,3.28669866
39.60000000,1.81619937,-0.89006397,-0.08417119,-0.03816363,9.70829742,0.09128001,0.03428923,-1.02222397,0.98983256,0.92409700,-1.42294800,221.45000000,35.29312654,136.25208120,216.15571554,-9.39923200,-6.86804800,0.31425600,11.64054400,10.73069772,-1.12014648,-3.00407497,36.17039261,63.93321531,998.16975607,55.68671494,1.11044145,3.78112065,-2.27342217,-0.26666165,4.42000341,3.23888302
39.65000000,0.40528445,-0.83432083,-0.15373012,-0.07789458,9.68517429,0.56832440,0.56000000,-0.82171847,0.98979020,0.92630709,-1.41559775,221.54765391,35.29312110,136.25207640,216.13531324,-9.36100000,-6.83500000,0.30000000,11.59000000,10.71079390,-1.42549805,-3.16686829,36.19770260,63.68810853,998.17259577,55.74344001,1.11031264,3.78706121,-2.31003663,-0.31137308,4.44691523,3.21249958
39.70000000,0.00684966,-0.80310720,-0.14435371,-0.12391175,9.73318287,0.78941536,0.55062659,-0.31913878,0.99068748,0.93636392,-1.40299496,221.63850678,35.29312103,136.25207634,216.12871778,-9.36324658,-6.83498805,0.30009751,11.59181639,10.68297925,-1.19871850,-3.20948791,36.08812696,63.38491146,998.17156663,55.65039880,1.11081348,3.82009243,-2.29634699,-0.27180868,4.46544462,3.22437465
39.75000000,-0.02593651,-0.75711414,-0.18460915,0.05672397,9.67486448,1.04134479,-0.31650143,0.01610254,0.99224362,0.93905331,-1.39592776,221.74000000,35.29311348,136.25207009,215.61499589,-9.54041754,-6.83404565,0.31160643,11.73506099,10.67271076,-1.24013251,-3.20948791,36.18549667,63.23757805,998.16858243,55.61405237,1.11039474,4.00998655,-2.29298012,-0.29238807,4.62852469,3.24917580
39.80000000,-0.06705950,-0.79524615,-0.20908660,-0.04300071,9.83552009,0.77684726,-0.78587998,0.34813357,0.99460991,0.93278821,-1.39393932,221.83000000,35.29310492,136.25206250,215.74167432,-9.52861600,-6.85752000,0.33390880,11.73886400,10.69690077,-1.18758789,-3.16992065,36.29699059,63.50130342,998.16870314,55.62619165,1.10990444,3.98698335,-2.29101970,-0.30503806,4.60845481,3.24550343
39.85000000,-0.05017193,-0.78527012,-0.21758921,-0.04075079,9.81984730,0.39317845,-0.22408295,0.93592596,0.99718089,0.93540361,-1.39254729,221.90794000,35.29310360,136.25206130,215.78335688,-9.52300000,-6.86400000,0.33800000,11.73800000,10.72856887,-1.08248879,-3.08441540,36.27218124,63.88370246,998.17330251,55.57191656,1.11003256,3.87595950,-2.25716149,-0.28941895,4.49461937,3.20435861
39.90000000,-0.04361529,-0.82827979,-0.14772444,-0.16071709,9.77949580,0.35356817,-0.02015592,1.17706409,0.99950771,0.93928300,-1.39036000,221.98393626,35.29310114,136.25205917,215.81694524,-9.47468764,-6.83762086,0.33711082,11.68375974,10.74386473,-1.07043509,-3.00193790,36.22435569,64.07882525,998.18201261,55.53719185,1.11025641,3.74736424,-2.25145677,-0.28639471,4.38107501,3.12647896
39.95000000,-0.06796638,-0.99196922,-0.05286255,-0.08143645,9.85749467,0.57982242,-0.79218881,1.10180117,1.00107482,0.94570200,-1.38074100,222.07000000,35.29309530,136.25205410,215.89795135,-9.36000000,-6.77500000,0.33500000,11.55500000,10.75488035,-1.11671712,-2.96778870,36.21059291,64.21386784,998.18537077,55.55826223,1.11031673,3.57424839,-2.29010644,-0.29466470,4.25519287,3.09634903
40.00000000,-0.00964378,-1.00961115,-0.19090845,-0.09586215,9.81892370,0.62925009,-0.83982692,0.97648845,1.00213127,0.96053784,-1.36588605,222.14000000,35.29309530,136.25205410,215.89794031,-9.36000835,-6.77500330,0.33498856,11.55501218,10.78802031,-0.95651835,-2.96771627,36.18870075,64.61660988,998.17855436,55.46016626,1.11042859,3.51266840,-2.28992583,-0.26734804,4.20167521,3.15867634
40.05000000,-0.02967147,-0.99766808,-0.04886359,-0.03168579,9.74454568,-0.22471750,-0.64275749,0.64743750,1.00239311,0.96003800,-1.36078000,222.20859502,35.29308825,136.25204793,215.86428929,-9.37678404,-6.77875700,0.32066560,11.57207727,10.77888767,-0.99300720,-2.88523743,36.21375942,64.50148753,998.17412693,55.45310748,1.11031684,3.48924081,-2.24925722,-0.26062629,4.15955352,3.19824083
40.10000000,-0.01469173,-1.00660113,-0.09903625,-0.04833144,9.79860223,-0.28000000,-0.66958650,0.96023867,1.00197972,0.96486390,-1.33799570,222.25900000,35.29307958,136.25204087,215.28860630,-9.45766979,-6.69358030,0.31551075,11.58599455,10.73686069,-1.02613675,-2.89665609,36.13798926,64.01823048,998.17711285,55.42235253,1.11065982,3.58371464,-2.29316071,-0.26625087,4.26291992,3.17293289
40.15000000,-0.03203424,-0.99625894,-0.15438457,-0.11921429,9.89195677,-0.02275454,-0.78476393,1.26573361,1.00108908,0.96372200,-1.33006100,222.31000000,35.29307810,136.25203970,215.12326043,-9.47800000,-6.66700000,0.31500000,11.58800000,10.73659466,-1.16857944,-2.87016160,36.16017079,64.01050572,998.18157212,55.44171491,1.11056127,3.54976629,-2.28375177,-0.29378517,4.23115499,3.13198192
40.20000000,-0.02825779,-0.98591309,-0.14933852,-0.04231882,9.84790793,0.05757937,-0.79083665,1.31027753,0.99975177,0.96463438,-1.32425600,222.36000000,35.29307571,136.25203764,215.22093672,-9.46729350,-6.68362325,0.30739275,11.58884525,10.75822885,-1.25172974,-2.76907168,36.20000088,64.25681563,998.17994737,55.47753048,1.11037967,3.50295151,-2.26908712,-0.30250286,4.18460674,3.14577963
40.25000000,0.02929832,-1.00899233,-0.02990702,-0.08583631,9.74238099,-0.47710297,-0.46478618,1.25999999,0.99823840,0.96471300,-1.32374900,222.39000000,35.29306960,136.25203240,215.46987217,-9.44000000,-6.72600000,0.28800000,11.59100000,10.76360476,-1.22325141,-2.61579297,36.18081874,64.32508480,998.17270854,55.48191055,1.11044859,3.44788310,-2.21463321,-0.27737426,4.10724172,3.21186926
40.30000000,-0.00960500,-1.12544460,-0.17838924,-0.09698935,9.86103695,-0.62995261,-0.00028437,1.25962965,0.99699896,0.96525000,-1.31783300,222.42900760,35.29306960,136.25203240,215.46964729,-9.44010383,-6.72601812,0.28799495,11.59110383,10.71647619,-1.26460158,-2.41850850,36.12993240,63.77724918,998.17800596,55.46007711,1.11068656,3.42819116,-2.14443486,-0.28562820,4.05372408,3.16502402
40.35000000,0.02492884,-1.16738915,-0.17611110,-0.07195258,9.78659276,-0.52547834,-0.45570737,0.81304342,0.99596404,0.97084000,-1.32032400,222.46000000,35.29306218,136.25202626,215.25758948,-9.55834550,-6.75706940,0.27987188,11.70934550,10.69641535,-1.28530945,-2.45974793,36.12993240,63.53962813,998.18216190,55.44363142,1.11069782,3.54800604,-2.09020184,-0.28108085,4.12750494,3.12734545
40.40000000,0.08548751,-1.22776142,-0.08459521,-0.11467421,9.72828678,0.38125168,-1.19169235,0.70821859,0.99559310,0.96935189,-1.32148482,222.48000000,35.29305362,136.25201869,215.62848687,-9.52405282,-6.82571701,0.26652310,11.71623732,10.68858538,-1.20229390,-2.42890157,36.14001691,63.44440981,998.18947494,55.37858226,1.11067437,3.49353407,-1.99838798,-0.25193542,4.03259299,3.06080508
40.45000000,0.09719376,-1.23901663,-0.10358536,-0.07865529,9.78398273,0.49056478,-1.04311538,1.03248078,0.99595866,0.96839016,-1.32216976,222.50000000,35.29305220,136.25201740,215.72245273,-9.51100000,-6.84000000,0.26400000,11.71600000,10.68986260,-1.21672923,-2.46349813,36.15459825,63.45818972,998.19083356,55.34256632,1.11062624,3.47225437,-1.98002837,-0.25207520,4.00507237,3.04814071
40.50000000,0.10273767,-1.23901663,-0.14537713,-0.02497093,9.64035861,0.16166875,-0.87888889,1.83373658,0.99726102,0.96766562,-1.32272741,222.51972000,35.29304994,136.25201538,215.79881195,-9.51774074,-6.86411111,0.27177778,11.73544444,10.70496911,-1.27499048,-2.50636291,36.15930557,63.63585642,998.18956502,55.33684158,1.11060251,3.46716419,-1.96610042,-0.27073518,3.99500637,3.05953061
40.55000000,0.11699574,-1.23901663,-0.12626367,-0.06314230,9.86704180,0.00791667,-1.18697536,2.18296297,0.99937142,0.96617800,-1.32373200,222.53000000,35.29304350,136.25200960,216.01558347,-9.53700000,-6.93300000,0.29400000,11.79100000,10.73408604,-1.28201497,-2.50971985,36.16247036,63.97991995,998.18707538,55.33119018,1.11058598,3.45076291,-1.90805084,-0.29407961,3.95409984,3.08202921
40.60000000,0.09719376,-1.23901663,-0.19004083,-0.10105624,9.70401808,0.20999999,-1.12000001,1.47000003,1.00171585,0.96546066,-1.32429271,222.54000000,35.29304350,136.25200960,216.01558347,-9.53700000,-6.93300000,0.29400000,11.79100000,10.74198055,-1.19819336,-2.57228088,36.20203018,64.06666565,998.19000240,55.26054764,1.11043560,3.44651869,-1.91475793,-0.27846974,3.95250989,3.05455045
40.65000000,0.14494157,-1.28122500,-0.11291500,-0.03072825,9.96036863,0.88307101,-0.98820989,1.72925926,1.00463858,0.96446379,-1.32502374,222.55000000,35.29303654,136.25200396,215.34529274,-9.49996296,-6.73762963,0.28659259,11.64748148,10.66810170,-1.07368164,-2.63484192,36.08334718,63.21790258,998.19116055,55.28880466,1.11094964,3.44809059,-2.04703306,-0.24806686,4.01761250,3.04687023
40.70000000,0.29282333,-1.31601986,-0.11898200,-0.10909768,9.92311664,1.21782716,-1.08370371,1.07592591,1.00756430,0.96405200,-1.32534600,222.55000000,35.29302781,136.25199651,215.27076276,-9.50514815,-6.72274074,0.29044444,11.64266667,10.67237807,-1.12278103,-2.63819885,36.16171836,63.25139885,998.19247452,55.26845961,1.11061588,3.44570516,-2.06190560,-0.26098489,4.02398458,3.03309292
40.75000000,0.75270694,-1.35234103,-0.13247061,-0.04315226,9.90486380,0.91000000,-0.70000000,1.09200000,1.00999609,0.96914888,-1.32827271,222.56000000,35.29302620,136.25199510,215.26370160,-9.50800000,-6.72300000,0.29200000,11.64500000,10.69668482,-1.18354492,-2.61862946,36.22269100,63.52069439,998.19764753,55.29259109,1.11034546,3.40949755,-2.06418041,-0.27323914,3.99501864,2.98472794
40.80000000,1.02355911,-1.36671647,-0.13486851,-0.13042812,9.95725797,0.66962963,-0.29932660,1.65355557,1.01245523,0.96663524,-1.30814976,222.55000000,35.29302397,136.25199308,215.41906017,-9.49762963,-6.75437037,0.29614815,11.65459259,10.70355284,-1.15831706,-2.49029032,36.22724957,63.60328827,998.19990370,55.28151434,1.11033241,3.36888275,-2.02014054,-0.27599544,3.93783091,2.96415777
40.85000000,1.04860480,-1.36541490,-0.10671940,-0.02996946,10.00365921,1.20666667,-0.48042138,1.88092591,1.01452447,0.96627140,-1.27800783,222.55000000,35.29301760,136.25198730,215.86150816,-9.46800000,-6.84400000,0.30800000,11.68200000,10.68016218,-1.04618676,-2.27057648,36.21854641,63.32856946,998.19642015,55.17018170,1.11039548,3.30588864,-1.87851633,-0.27192666,3.81204242,2.99595790
40.90000000,1.56849703,-1.34116175,-0.11782454,-0.03001364,9.87016313,1.53999996,-1.04999995,1.67999995,1.01663071,0.96756271,-1.23968012,222.54000000,35.29301760,136.25198730,215.86150816,-9.46800000,-6.84400000,0.30800000,11.68200000,10.65617657,-1.08833008,-2.22071838,36.25810623,63.03333282,998.20068360,55.31853104,1.11019039,3.28505160,-1.83436614,-0.28681323,3.77342351,2.95634268
