# Time[msec],ラダー舵角[deg],エレベーター舵角[deg],加速度(X軸)[m/s^2],加速度(Y軸)[m/s^2],加速度(Z軸)[m/s^2],角速度(X軸)[deg/sec],角速度(Y軸)[deg/sec],角速度(Z軸)[deg/sec],荷重(2Hzローパス)[G],ロール[deg],ピッチ[deg],ヨー[deg],緯度[deg],経度[deg],進行角[deg],対地速度(北方向)[m/s],対地速度(東方向)[m/s],対地速度(下方向)[m/s],対地速度の大きさ[m/s],対気速度[m/s],AoA[deg],AoS[deg],気温[degC],動圧[Pa],大気圧[hPa],湿度[%],大気密度[kg/m^3],北方向風速[m/s],東方向風速[m/s],下方向風速[m/s],風速[m/s],高度[m]
0.00000000,-0.20252237,-0.26190487,-0.28283160,-0.08032517,9.86149172,-0.78909095,-0.98000002,0.34999995,1.00370290,1.42046600,-2.25820500,299.39000000,35.29418260,136.25447323,527.63336523,-0.12314493,0.02700000,0.01333333,0.13353378,2.69649625,-3.99257555,-43.83831871,36.18956884,4.03333330,997.31105557,56.21451049,1.10939805,2.70621116,-0.77801382,-0.11830785,2.81831174,11.02917558
0.05000000,-0.16472406,-0.26190487,-0.32212408,-0.05265252,9.85113122,-0.81030300,-0.98000002,0.46666667,1.00073252,1.42227323,-2.26590892,299.39000000,35.29418260,136.25447355,505.52130360,-0.05091197,0.03496296,0.00827160,0.06384201,2.65207180,-3.99850061,-43.60779719,36.24330426,3.90061738,997.31374178,56.20634549,1.10916185,2.58841842,-0.78382268,-0.11154635,2.70679340,11.00489700
0.10000000,-0.14090105,-0.28060135,-0.31289925,-0.09959009,9.79305484,-1.11340071,-1.08370371,0.60407407,0.99794790,1.41902430,-2.29600612,299.39000000,35.29418253,136.25447369,505.43362997,-0.03037198,0.02092593,0.01096296,0.03576293,2.69316778,-3.88643863,-43.50676183,36.21337083,4.02345677,997.31147592,56.17572764,1.10929696,2.60632897,-0.78574322,-0.11090909,2.72445296,11.02540798
0.15000000,-0.13756347,-0.27452455,-0.34414175,-0.06889713,9.79357611,-0.85400003,-0.95958333,0.52499999,0.99586747,1.42104815,-2.34309757,299.38000000,35.29418250,136.25447370,511.11341823,-0.02900000,0.01600000,0.01200000,0.03300000,2.68050223,-3.89350586,-43.25777937,36.13604976,3.98712122,997.31235393,56.10938157,1.10965356,2.58952926,-0.78841582,-0.11018841,2.70913322,11.01728302
0.20000000,-0.13756347,-0.26190487,-0.32691317,-0.13468679,9.74910685,-0.15661728,-0.73456789,0.23592592,0.99448926,1.42057318,-2.38429401,299.38000000,35.29418250,136.25447370,500.38740514,-0.02277778,0.01885185,0.01407407,0.03144444,2.64906664,-3.96484918,-42.65348518,36.13032518,3.89338456,997.31543319,56.11058765,1.10968136,2.54491465,-0.80887314,-0.11212427,2.67272112,10.98932557
0.25000000,-0.13914126,-0.26245013,-0.32229464,-0.17347593,9.70220499,0.35765431,-0.70712962,0.07604938,0.99438327,1.41668300,-2.41525300,299.38000000,35.29418250,136.25447370,460.49147701,-0.00500000,0.02700000,0.02000000,0.02700000,2.64158516,-3.97244466,-42.03515625,36.21470169,3.87002754,997.31622765,56.20576011,1.10928939,2.51138705,-0.84192110,-0.11686122,2.65133034,10.98227418
0.30000000,-0.15886018,-0.27452455,-0.30889398,-0.13703136,9.65115798,1.12000001,-0.83999997,0.20999999,0.99564543,1.41668300,-2.41525300,299.38000000,35.29418250,136.25447370,460.49147701,-0.00500000,0.02700000,0.02000000,0.02700000,2.60012507,-3.76899414,-41.83740234,36.20203018,3.75000000,997.31475830,56.13794327,1.10936081,2.46986384,-0.83772798,-0.10847514,2.61032228,10.99558862
0.35000000,-0.15886018,-0.29828884,-0.18634670,-0.17431555,9.81425038,0.40703703,-0.97287039,0.47358026,0.99789282,1.41668300,-2.41525300,299.38000000,35.29418242,136.25447378,489.66571254,-0.03313751,0.03996296,0.02092593,0.05264729,2.68935985,-3.89106445,-41.83740234,36.19198103,4.01234565,997.32023507,56.18032880,1.10940088,2.58222898,-0.87845954,-0.11669748,2.73005786,10.94585467
0.40000000,-0.11152399,-0.26536341,-0.16408237,-0.17121030,9.80776437,0.34999999,-0.81407407,0.43814814,1.00105704,1.41668300,-2.41525300,299.38000000,35.29418232,136.25447388,520.44180460,-0.07162162,0.02544444,0.01581481,0.07699314,2.65448257,-3.86827800,-42.03792317,36.13161385,3.90987645,997.32312565,56.11753262,1.10968322,2.59060052,-0.84427064,-0.10957249,2.72690486,10.91951459
0.45000000,-0.10560437,-0.24203260,-0.22050849,-0.14737390,9.81531694,0.55999999,-0.52499999,0.55999999,1.00406671,1.42094700,-2.40632500,299.38000000,35.29418230,136.25447390,525.79323388,-0.07900000,0.02000000,0.01400000,0.08100000,2.65122735,-3.88984375,-42.23400879,36.12919440,3.89999998,997.32064820,56.08085577,1.10969992,2.59759083,-0.82918385,-0.10882953,2.72889498,10.94199455
0.50000000,-0.11073474,-0.23153171,-0.23685233,-0.10421706,9.93615289,0.57037036,-0.52888887,0.66486633,1.00641069,1.42094700,-2.40632500,299.38000000,35.29418233,136.25447393,517.98797103,-0.05203704,0.02103704,0.01425926,0.06907407,2.65844742,-3.91355781,-42.27115885,36.19024345,3.92037045,997.31816735,56.06160269,1.10943491,2.57793992,-0.83077691,-0.11016101,2.71073790,10.96462089
0.55000000,-0.11331330,-0.22608769,-0.26546234,-0.16777621,10.02747072,0.09551020,-0.83734537,0.43714730,1.00758281,1.42094700,-2.40632500,299.38000000,35.29418240,136.25447400,403.83086067,0.02500000,0.02400000,0.01500000,0.03500000,2.64600776,-3.87390074,-42.25488281,36.23861850,3.88333344,997.32078238,56.04697585,1.10923025,2.48897378,-0.83068248,-0.10909993,2.62620004,10.94096812
0.60000000,-0.34999118,-0.26138984,-0.38467402,-0.17482114,9.71480689,1.32893947,-0.77173033,0.14208163,1.00727994,1.42094700,-2.40632500,299.39000000,35.29418240,136.25447400,403.83086067,0.02500000,0.02400000,0.01500000,0.03500000,2.64571416,-3.85689449,-42.25488281,36.15937371,3.88333344,997.32500909,56.15311080,1.10955473,2.48874552,-0.83060048,-0.10850950,2.62593331,10.90246655
0.65000000,-0.20909501,-0.28573728,-0.39822199,-0.13624599,9.89084884,0.51643893,-0.57573640,0.08442010,1.00566771,1.42094700,-2.40632500,299.39000000,35.29418232,136.25447408,354.37211604,0.00154534,-0.00015228,0.00734681,0.00856677,2.67937962,-3.87691264,-42.20487419,36.17147528,3.98269344,997.32275917,56.09339313,1.10951857,2.54341291,-0.81892342,-0.10273507,2.67397443,10.92290800
0.70000000,-0.10991628,-0.26275112,-0.39319157,-0.10346106,9.80267719,0.37711624,-0.56000000,-0.03798667,1.00319855,1.42094700,-2.40632500,299.39000000,35.29418222,136.25447418,205.26003092,-0.02102291,-0.00991955,0.00348694,0.02108325,2.76267986,-3.77407051,-42.10349464,36.17265701,4.23460971,997.32075697,56.17088134,1.10948338,2.64392232,-0.83930738,-0.09816393,2.77567979,10.94108348
0.75000000,-0.11519426,-0.24085248,-0.33327465,-0.02525627,9.84861604,0.13501333,-0.52674936,-0.07000000,1.00073283,1.42094700,-2.40632500,299.40000000,35.29418220,136.25447420,203.74949449,-0.02500000,-0.01100000,0.00300000,0.02700000,2.78411164,-3.70965040,-42.07910156,36.16894114,4.30000019,997.31866457,56.17787371,1.10949824,2.66807813,-0.84596800,-0.09609003,2.80063137,10.96006894
0.80000000,-0.13250814,-0.23667103,-0.31153684,-0.01649549,9.74538183,-0.07000000,-0.52322538,-0.04828652,0.99843671,1.42094700,-2.40632500,299.41000000,35.29418220,136.25447420,229.94875558,-0.01503239,-0.01788240,0.00394930,0.03103451,2.78008025,-3.70603236,-42.08173511,36.14214546,4.28813394,997.31589685,56.10068599,1.10963285,2.65433350,-0.83772502,-0.09677490,2.78507359,10.98513992
0.85000000,-0.12014252,-0.23897016,-0.27213109,-0.06001918,9.75753527,-0.12103000,-0.62149500,0.10096450,0.99709523,1.42094700,-2.40632500,299.41000000,35.29418220,136.25447420,293.02549201,0.01700000,-0.04000000,0.00700000,0.04400000,2.76913481,-3.73094437,-42.11001376,36.10493559,4.25506251,997.31226901,56.05846140,1.10980194,2.61225502,-0.81093110,-0.10035585,2.73707085,11.01799158
0.90000000,-0.18009681,-0.27449335,-0.22057412,-0.11943197,9.85131641,-0.90930780,-0.49011538,0.27987283,0.99662481,1.42094778,-2.40632685,299.41000000,35.29418220,136.25447420,293.02549201,0.01700000,-0.04000000,0.00700000,0.04400000,2.79488663,-3.78950506,-42.23015601,36.17259759,4.33326482,997.30865722,56.16890673,1.10947316,2.63831960,-0.81325496,-0.10335130,2.76275142,11.05091052
0.95000000,-0.16464987,-0.27452455,-0.35731930,-0.07663580,9.76820878,-0.42049613,-0.61760870,0.21619564,0.99702039,1.42038996,-2.44706771,299.42000000,35.29418229,136.25447429,362.10187429,0.05254814,0.00192857,0.01429193,0.05493789,2.79470018,-3.91354655,-42.43771235,36.13371392,4.33333349,997.31332792,56.20669481,1.10963890,2.60531049,-0.84551483,-0.11362726,2.74143197,11.00843875
1.00000000,-0.11041662,-0.25639695,-0.40455481,-0.06678053,9.72424162,0.32823263,-0.57972250,0.31055499,0.99809435,1.41790900,-2.48163500,299.44000000,35.29418223,136.25447430,338.04394348,0.01362325,-0.00549200,0.00566275,0.02367875,2.80923115,-3.89557129,-42.35526367,36.20281391,4.37727350,997.31303644,56.21964322,1.10933283,2.65692469,-0.84638663,-0.10352584,2.79040082,11.01122065
1.05000000,-0.11519426,-0.25528039,-0.51323675,-0.09652909,9.82393289,0.42349871,-0.58487135,0.31674935,0.99942700,1.41790900,-2.48163500,299.45000000,35.29418220,136.25447430,253.30075577,-0.00300000,-0.01000000,0.00200000,0.01100000,2.82020527,-3.86815365,-42.15601880,36.21964385,4.41135737,997.31324257,56.24714594,1.10924996,2.68108108,-0.85453182,-0.09923062,2.81571786,11.00938266
1.10000000,-0.13265108,-0.25899485,-0.45064191,-0.05667800,9.82868816,0.46300086,-0.65656483,0.31228596,1.00100260,1.41790900,-2.48163500,299.46000000,35.29418222,136.25447435,304.03726716,0.00737763,-0.01092246,-0.00030614,0.01884088,2.82008110,-3.84238051,-42.03612984,36.19745746,4.41122445,997.31510036,56.22811220,1.10935891,2.66885417,-0.85918142,-0.09596763,2.80538501,10.99247474
1.15000000,-0.11696638,-0.24928703,-0.45331323,-0.04395395,9.83198117,0.82479010,-0.69999999,0.41848591,1.00232311,1.41790900,-2.48163500,299.46000000,35.29418230,136.25447450,341.56505118,0.04200000,-0.01400000,-0.00800000,0.04500000,2.80974273,-3.81355577,-42.01318359,36.18598135,4.37934054,997.31832918,56.10175487,1.10944593,2.62416336,-0.85399368,-0.08687001,2.76099346,10.96314415
1.20000000,-0.13683057,-0.24928703,-0.43735978,-0.11245222,9.82683072,0.49477470,-0.69999999,0.35404379,1.00340473,1.41790900,-2.48163500,299.48000000,35.29418230,136.25447450,341.56505118,0.04200000,-0.01400000,-0.00800000,0.04500000,2.80080954,-3.83392795,-42.01318359,36.16049280,4.35196901,997.32432337,56.11865294,1.10955682,2.61562366,-0.85122535,-0.08730677,2.75203456,10.90869213
1.25000000,-0.15732707,-0.24928703,-0.41212550,-0.08262735,9.80897596,0.43549332,-0.26095999,-0.09296000,1.00390317,1.41790900,-2.48163500,299.49000000,35.29418222,136.25447459,343.83501117,0.02047855,-0.00593600,-0.00139055,0.01901600,2.69628962,-3.87522461,-42.13130859,36.11748693,4.03445217,997.32034867,56.18756587,1.10972362,2.53955406,-0.82171025,-0.09181175,2.67076243,10.94469229
1.30000000,-0.14718656,-0.24928703,-0.45593300,-0.12333280,9.80112048,0.31471654,-0.50200888,0.15200889,1.00380203,1.41790900,-2.48163500,299.49000000,35.29418212,136.25447460,273.10814220,0.00140409,-0.02585778,0.00245733,0.02920993,2.73878888,-3.86358073,-42.04269281,36.12504877,4.16250379,997.32179483,56.18433715,1.10969353,2.59771415,-0.81885779,-0.09670767,2.72543561,10.93158122
1.35000000,-0.12514798,-0.24928703,-0.34935229,-0.19421520,9.86273352,0.40602074,-0.63000000,0.21698963,1.00304695,1.41790900,-2.48163500,299.50000000,35.29418210,136.25447460,266.72951208,-0.00200000,-0.03500000,0.00300000,0.03500000,2.81744353,-3.91622070,-41.92181577,36.12993240,4.40447343,997.32175276,56.15540440,1.10967730,2.67375850,-0.83958727,-0.10186584,2.80433022,10.93197141
1.40000000,-0.11951930,-0.26018873,-0.32434815,-0.12966806,9.81511902,0.41681818,-0.63000000,0.18872000,1.00154684,1.41790900,-2.48163500,299.51000000,35.29418210,136.25447464,261.73417951,-0.00329600,-0.02268800,0.00343200,0.03262400,2.81951846,-3.95321289,-41.74866721,36.14262161,4.41156791,997.32092920,56.14296280,1.10962472,2.67425033,-0.86059816,-0.10371147,2.81122750,10.93946780
1.45000000,-0.14073163,-0.29948019,-0.31291932,-0.05933081,9.92897230,-0.15614761,-0.63340148,0.44405925,0.99968186,1.41790900,-2.48163500,299.52000000,35.29418210,136.25447480,469.98310652,-0.00800000,0.02200000,0.00500000,0.02400000,2.72738802,-3.80795971,-41.46742969,36.18582410,4.12647345,997.32178468,56.15860780,1.10943358,2.58790162,-0.88915536,-0.09681364,2.73810243,10.93177781
1.50000000,-0.15881365,-0.28784250,-0.37324899,-0.21182396,9.75013094,-0.20990855,-0.69977184,0.55683704,0.99727300,1.41790900,-2.48163500,299.52912847,35.29418210,136.25447480,469.98310652,-0.00800000,0.02200000,0.00500000,0.02400000,2.71897424,-3.79099646,-41.58952442,36.13012387,4.10177362,997.32002974,56.16209184,1.10967410,2.58182728,-0.88100757,-0.09594771,2.72969090,10.94760904
1.55000000,-0.12069116,-0.22994325,-0.45392890,-0.04397559,9.82828974,0.35447999,-0.64915000,0.62570666,0.99517718,1.42102805,-2.51129012,299.54000000,35.29418210,136.25447488,418.68307339,0.00902400,0.01483200,-0.00216800,0.01772800,2.66804366,-3.83034180,-41.85673499,36.18256912,3.94888894,997.31664033,56.20122271,1.10943140,2.52039197,-0.84598989,-0.08754512,2.66002607,10.97846778
1.60000000,-0.12761908,-0.27558789,-0.41740501,-0.10757216,9.60511750,0.27527263,-0.52635108,0.09375236,0.99331543,1.42147300,-2.55462100,299.54000000,35.29418203,136.25447498,459.65797092,-0.00261418,0.01536142,0.00312638,0.01768071,2.67886315,-3.83491211,-41.99252502,36.14868958,3.98125638,997.31858875,56.21046145,1.10957955,2.54427408,-0.84393076,-0.09188802,2.68216203,10.96072042
1.65000000,-0.14949594,-0.29627575,-0.41214894,-0.02884496,9.61396539,-0.05081275,-0.57930250,-0.30206375,0.99234781,1.42206347,-2.59973186,299.55000000,35.29418200,136.25447500,479.35775354,-0.00900000,0.01600000,0.00600000,0.01800000,2.72517484,-3.82556824,-42.00824469,36.13396988,4.12074149,997.31823952,56.17095328,1.10965032,2.59498708,-0.85795914,-0.09439232,2.73476904,10.96386322
1.70000000,-0.15592572,-0.28073404,-0.41007034,-0.06066395,9.91159543,0.03613166,-0.69999999,-0.31463496,0.99234065,1.42066685,-2.63546692,299.55000000,35.29418200,136.25447500,487.75660857,-0.00860931,0.01111644,0.00521863,0.01663260,2.79025855,-3.82808561,-41.95382702,36.16053500,4.31933728,997.31751364,56.12974433,1.10954932,2.65555906,-0.87574913,-0.09446166,2.79783013,10.97050002
1.75000000,-0.13507836,-0.25989808,-0.38515620,-0.07089182,9.81989467,1.01836773,-0.69736397,-0.02359700,0.99334557,1.41947936,-2.67471382,299.55000000,35.29418200,136.25447500,232.12501635,-0.00700000,-0.00900000,0.00200000,0.01100000,2.82922130,-3.90485787,-41.77906913,36.20170252,4.44003768,997.32210375,56.19848279,1.10935435,2.68802312,-0.87591588,-0.09378623,2.82869101,10.92890869
1.80000000,-0.11732466,-0.24933855,-0.27005414,-0.05338230,9.61624450,0.21608999,-0.63050749,0.34775299,0.99545293,1.42157000,-2.68061900,299.55000000,35.29418200,136.25447500,232.12501635,-0.00700000,-0.00900000,0.00200000,0.01100000,2.72354378,-3.92272693,-41.70591459,36.18943279,4.11461497,997.31644922,56.21720704,1.10939700,2.58673993,-0.84615506,-0.09083227,2.72313282,10.98021535
1.85000000,-0.09673205,-0.24928703,-0.18244665,-0.00052675,9.83822969,0.51238755,-0.81469692,0.04217176,0.99807337,1.40559286,-2.64729622,299.56000000,35.29418200,136.25447507,304.62281430,0.01410822,-0.02043362,-0.00767460,0.02595166,2.65750445,-3.80685181,-41.70556641,36.17405187,3.91779057,997.31656734,56.17568620,1.10947510,2.50341472,-0.81401055,-0.07566369,2.63351921,10.97911439
1.90000000,-0.10615956,-0.27471982,-0.25719291,0.01475343,9.80192119,1.09891949,-0.83999997,0.17234383,1.00066029,1.38272154,-2.61283165,299.57000000,35.29418200,136.25447518,294.88468167,0.00490717,-0.01057899,-0.00564088,0.01254805,2.61862452,-3.85001383,-41.72032817,36.18342079,3.80375088,997.31359654,56.22636844,1.10941753,2.47588785,-0.81098203,-0.07843563,2.60650430,11.00609830
1.95000000,-0.12821983,-0.27922270,-0.30657276,-0.10713306,9.71660932,1.15368750,-0.86976750,0.64677847,1.00285230,1.37334700,-2.58644900,299.57000000,35.29418200,136.25447520,258.69006753,-0.00100000,-0.00500000,-0.00400000,0.00500000,2.61290528,-3.84148193,-41.68081970,36.18867874,3.78704580,997.30916403,56.23379478,1.10938901,2.47574019,-0.81672935,-0.08021284,2.60821211,11.04634390
2.00000000,-0.13340244,-0.25330269,-0.36287978,-0.14365513,9.84190169,0.77239275,-0.89415854,0.88036266,1.00391995,1.36826600,-2.55111900,299.56000000,35.29418200,136.25447522,185.56348004,-0.00119534,-0.00011644,-0.00458603,0.00812548,2.62756020,-3.80307902,-41.65201335,36.18867874,3.82977531,997.30781083,56.21107886,1.10939248,2.48949333,-0.82744245,-0.07983885,2.62461660,11.05862732
2.05000000,-0.11706167,-0.23667103,-0.29603953,-0.05694108,9.89976869,0.50581612,-0.74235394,0.55344606,1.00383368,1.36787570,-2.52947083,299.57000000,35.29418200,136.25447530,455.71059314,-0.00200000,0.02000000,-0.00700000,0.02100000,2.67922151,-3.89016805,-41.79262960,36.18706984,3.98181148,997.30809487,56.22570360,1.10939584,2.54101109,-0.85754141,-0.08287944,2.68309218,11.05604562
2.10000000,-0.13740904,-0.23667103,-0.40801576,-0.11533515,9.87577379,0.90695503,-0.43610138,-0.34392944,1.00273707,1.36511300,-2.50026100,299.58000000,35.29418200,136.25447530,455.71059314,-0.00200000,0.02000000,-0.00700000,0.02100000,2.70725082,-3.96631958,-41.77164368,36.14626388,4.06623848,997.30749396,56.12951812,1.10959794,2.56701550,-0.86717200,-0.08743938,2.71094107,11.06141300
2.15000000,-0.08133560,-0.22557667,-0.41660874,-0.14356625,9.85124981,0.35590917,-0.16229687,0.01939389,1.00134165,1.36511300,-2.50026100,299.58976709,35.29418200,136.25447539,408.40485145,0.02790331,0.03143362,-0.00787951,0.04298773,2.63821043,-3.87493322,-41.80239469,36.16943956,3.86144776,997.30159174,56.16502265,1.10948141,2.47241070,-0.85569616,-0.08102205,2.61755518,11.11503606
2.20000000,-0.11566795,-0.22959540,-0.35617795,-0.13348697,9.81002103,0.64815309,-0.32466065,-0.25213396,1.00021116,1.36511300,-2.50026100,299.59000000,35.29418200,136.25447533,344.39295433,0.02542584,-0.00710239,-0.00405550,0.03876842,2.63621593,-3.83898530,-41.85957894,36.17265701,3.85524711,997.30576181,56.14591142,1.10947270,2.47392173,-0.81405776,-0.08355394,2.60575517,11.07719201
2.25000000,-0.12049546,-0.25443755,-0.26391277,-0.17362810,9.75679318,0.71220678,-0.61202144,-0.36141332,1.00017561,1.36562365,-2.50016892,299.59000000,35.29418200,136.25447530,308.15722659,0.02200000,-0.02800000,-0.00200000,0.03500000,2.63881140,-3.83491211,-42.00641555,36.16196003,3.86294578,997.30969439,56.15048079,1.10953079,2.48191425,-0.78755816,-0.08558936,2.60527767,11.04147421
2.30000000,-0.10242491,-0.27009717,-0.24219230,-0.08917388,9.77006243,0.46099062,-0.86992426,-0.12646814,1.00148358,1.37398109,-2.48331330,299.60000000,35.29418198,136.25447528,289.15084362,0.01112474,-0.03203437,-0.00042133,0.04008681,2.62876692,-3.83876628,-42.22183320,36.15173449,3.83388234,997.30943242,56.17437151,1.10956490,2.48625272,-0.77100593,-0.08781463,2.60453722,11.04383069
2.35000000,-0.13696705,-0.24928703,-0.29439043,-0.13186523,9.77174540,0.41999999,-1.13141001,0.06412000,1.00364894,1.36896900,-2.46920500,299.62000000,35.29418190,136.25447520,231.89242312,-0.04000000,-0.05100000,0.00700000,0.06400000,2.60420465,-3.85373169,-42.31649414,36.19208849,3.76187618,997.30517498,56.15362328,1.10939012,2.51530699,-0.74043041,-0.09524308,2.62375260,11.08256147
2.40000000,-0.11653075,-0.24928703,-0.18911826,-0.24466783,9.91671796,0.41999999,-1.18959216,-0.13732445,1.00633364,1.37694349,-2.45174905,299.63000000,35.29418190,136.25447520,231.89242312,-0.04000000,-0.05100000,0.00700000,0.06400000,2.59448703,-3.71247938,-42.16895183,36.21517773,3.73356051,997.30420622,56.09288033,1.10930303,2.50447843,-0.74362068,-0.09100058,2.61412796,11.09140701
2.45000000,-0.11625927,-0.24928703,-0.33751174,-0.16884165,9.82725977,0.41999999,-1.19000006,0.34276147,1.00796651,1.39045500,-2.42453500,299.64000000,35.29418199,136.25447527,297.33392685,0.01775896,-0.03435743,0.00034723,0.04072400,2.63040721,-3.60301582,-42.20487630,36.17392141,3.83830201,997.30453291,56.17635330,1.10946314,2.48160545,-0.76968822,-0.08314106,2.59955727,11.08834941
2.50000000,-0.11625927,-0.25746318,-0.47625194,-0.12635190,9.94817936,0.51072000,-1.00856004,-0.07896000,1.00783413,1.39045500,-2.42453500,299.65000000,35.29418194,136.25447544,434.78022271,0.00496800,0.01826036,-0.00181867,0.03764800,2.64956474,-3.79254883,-42.20176172,36.12507034,3.89497156,997.30921468,56.18586808,1.10967821,2.51201833,-0.82822713,-0.08805759,2.64649776,11.04575127
2.55000000,-0.12256439,-0.26190487,-0.51385163,-0.10047066,9.91555340,0.34041926,-0.92699051,-0.15370963,1.00519420,1.39637606,-2.44126303,299.68000000,35.29418190,136.25447550,460.71312302,-0.00700000,0.03700000,-0.00200000,0.03800000,2.68303638,-3.83041341,-42.15497547,36.14920841,3.99413595,997.31238310,56.20755861,1.10957058,2.55500386,-0.85928113,-0.08992329,2.69712718,11.01704457
2.60000000,-0.14309264,-0.26190487,-0.45447562,-0.23206045,9.97711624,-0.14997617,-1.02998314,0.10526199,1.00052100,1.39320000,-2.45326200,299.69000000,35.29418188,136.25447550,472.76666861,-0.01427844,0.03402246,-0.00282710,0.04081212,2.71073212,-3.75049171,-42.08537472,36.19671474,4.07579260,997.31178453,56.24145342,1.10935345,2.58782654,-0.86796974,-0.08671693,2.73088585,11.02257293
2.65000000,-0.16034786,-0.26222641,-0.41298444,-0.13641520,9.65117023,-0.26805610,-1.19000006,-0.07000000,0.99440399,1.40213500,-2.45753300,299.70000000,35.29418180,136.25447550,519.56717132,-0.05100000,0.01900000,-0.00700000,0.05500000,2.68172091,-3.87717773,-42.05796875,36.15693855,3.98971272,997.30725960,56.22319753,1.10952730,2.59622411,-0.84518437,-0.08610572,2.73169004,11.06356296
2.70000000,-0.17974188,-0.28643923,-0.47950912,-0.13367602,9.50469438,0.66197599,-1.19000006,-0.07000000,0.98922087,1.40239892,-2.45827834,299.72000000,35.29418180,136.25447550,519.56717132,-0.05100000,0.01900000,-0.00700000,0.05500000,2.60179812,-3.75071289,-42.12120118,36.13044602,3.75589936,997.30825762,56.19024163,1.10965164,2.52161373,-0.81788761,-0.07906727,2.65211757,11.05444849
2.75000000,-0.13480286,-0.27945327,-0.29557544,-0.11787625,9.81442027,0.76453549,-1.05899736,0.02135052,0.98594432,1.40447200,-2.46413300,299.74000000,35.29418180,136.25447550,193.54337073,-0.02039686,-0.00491319,-0.00079341,0.02036711,2.66544685,-3.74702148,-42.12304688,36.12993240,3.94240495,997.30975083,56.12472026,1.10967484,2.55148786,-0.81344381,-0.08711470,2.67943466,11.04089560
2.80000000,-0.08526554,-0.24981904,-0.36001723,-0.15909922,9.67262480,0.64412444,-0.65500660,0.21375200,0.98605087,1.40447200,-2.46413300,299.75000000,35.29418186,136.25447556,412.80842049,0.01879240,0.02476563,0.00769659,0.03877452,2.67619833,-3.68116862,-42.18889974,36.15554185,3.97334323,997.31462348,56.16810170,1.10955536,2.52363866,-0.84352821,-0.09369430,2.66253085,10.99672275
2.85000000,-0.11114515,-0.25249683,-0.39298567,-0.10624798,9.63588816,0.78176002,-0.71176001,0.15680000,0.98978934,1.41107100,-2.46180400,299.76000000,35.29418190,136.25447560,418.86102756,0.02900000,0.04800000,0.01000000,0.05600000,2.73430554,-3.64981445,-42.22897266,36.15761795,4.15146681,997.31584301,56.19162491,1.10954194,2.56929512,-0.88272574,-0.09705945,2.71843754,10.98565791
2.90000000,-0.17839821,-0.29165700,-0.36367502,-0.06610877,9.71423630,1.10310672,-1.08970656,-0.06521494,0.99624073,1.40447200,-2.46413300,299.78000000,35.29418190,136.25447561,418.20699549,0.02946195,0.04753022,0.01009619,0.05584937,2.85934717,-3.76360270,-42.18944018,36.13214221,4.53613499,997.31209836,56.15594866,1.10965672,2.68671825,-0.92226717,-0.10502140,2.84254484,11.01959478
2.95000000,-0.15666881,-0.29944273,-0.41692122,-0.11507932,9.99490137,0.58853926,-0.73784864,0.01123457,1.00340846,1.40639800,-2.44860500,299.80000000,35.29418190,136.25447570,410.22121619,0.03439321,0.04131111,0.01107081,0.05374933,2.86785504,-4.03266602,-41.99227864,36.14554582,4.56305673,997.30970873,56.14284321,1.10959900,2.68595186,-0.92786415,-0.11687997,2.84410447,11.04131002
3.00000000,-0.11719681,-0.26600603,-0.48639174,-0.09188477,9.73187400,2.73727995,-0.22180307,0.34124999,1.00944347,1.40221028,-2.43677327,299.82000000,35.29418200,136.25447570,394.43490776,0.03988109,0.02734286,0.01198100,0.04814100,2.78095369,-4.03266602,-41.60497716,36.11480418,4.29126663,997.31093821,56.17861009,1.10972536,2.59216739,-0.90482182,-0.11488267,2.74795057,11.03008852
3.05000000,-0.13352238,-0.22909823,-0.31345341,-0.24913486,10.25924931,1.62273572,-0.66376131,0.11756937,1.01253167,1.40750700,-2.38882200,299.82000000,35.29418200,136.25447570,394.01934999,0.04000000,0.02700000,0.01200000,0.04800000,2.80068857,-3.97925347,-41.86699876,36.19613065,4.35085744,997.30704842,56.23595739,1.10935195,2.61485496,-0.89852333,-0.11560601,2.76734085,11.06556403
3.10000000,-0.13756347,-0.22405688,-0.21106657,-0.19199566,9.72375750,-0.57240869,-0.56883748,-0.23982247,1.01188728,1.40675733,-2.36709678,299.83000000,35.29418194,136.25447576,416.36148466,0.01643525,0.02470100,0.00682725,0.03363125,2.68686368,-4.02989197,-42.43825067,36.17547817,4.01004451,997.30518356,56.23145845,1.10944331,2.53847077,-0.83555241,-0.10868738,2.67465785,11.08244696
3.15000000,-0.13756347,-0.24061590,-0.12891293,-0.10991115,10.14293462,-1.14622150,-0.51188925,-0.33865670,1.00844907,1.38467218,-2.36710431,299.85972000,35.29418190,136.25447580,452.48955292,-0.00100000,0.02300000,0.00300000,0.02300000,2.51086928,-3.89254874,-43.45635560,36.15471737,3.49781672,997.30182924,56.18373095,1.10954066,2.40212777,-0.73807493,-0.09308432,2.51468429,11.11284632
3.20000000,-0.14012992,-0.27452455,-0.08844540,-0.13853633,9.69429745,-0.77843433,-0.56505036,-0.17887274,1.00243823,1.35026041,-2.40811666,299.87000000,35.29418190,136.25447580,456.24173596,-0.00268687,0.02456638,0.00324098,0.02492785,2.49294941,-2.46259028,-44.92417171,36.17153926,3.45099013,997.29744973,56.15182552,1.10947199,2.40744715,-0.67354530,-0.04630691,2.50032186,11.15263773
