time[s],raw_a_x[m/s^2],raw_a_y[m/s^2],raw_a_z[m/s^2],Yaw[deg],Pitch[deg],Roll[deg],a_x[m/s^2],a_y[m/s^2],a_z[m/s^2],気圧[hPa],気温[度],相対高度[m],適当な過重[kg],対気速度[m/s],GPS時間[hh:mm:ss.000],GPS速さ[m/s],進行角[deg],北緯[deg],東経[deg],北緯[m],東経[m],GPS高さ[m],ドリフト角[deg]
1576.18745,-0.049723,-0.092244,9.978803,250.238291,0.373165,0.571788,0.105497,0.04565,0.172077,997.27,30.2,-399.440719,0.185569,11.195843,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.148291
1576.196364,-0.040912,-0.080752,9.923334,250.238266,0.379965,0.573425,0.103483,0.03202,0.116536,997.27,30.2,-399.440719,0.185569,11.27553,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.148266
1576.205783,-0.020763,-0.076002,9.88541,250.238242,0.388401,0.568261,0.088195,0.020302,0.07869,997.27,30.2,-399.440719,0.185569,11.27553,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.148242
1576.213992,-0.003448,-0.045739,9.830784,250.238215,0.393565,0.576698,0.087413,-0.015096,0.023861,997.28,30.2,-399.530025,0.183756,11.195787,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.148215
1576.221295,0.018387,-0.042215,9.82113,250.232137,0.401973,0.571567,0.070354,-0.026663,0.01404,997.28,30.2,-399.530025,0.179232,11.354601,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.142137
1576.229236,0.036698,-0.066578,9.789335,250.226032,0.415545,0.574874,0.044942,-0.012561,-0.017683,997.28,30.2,-399.530025,0.183756,11.195787,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.136032
1576.237312,0.054473,-0.066578,9.831933,250.226032,0.415545,0.574874,0.029585,-0.020892,0.025042,997.28,30.2,-399.530025,0.183756,11.354601,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.136032
1576.246003,0.070026,-0.103353,9.910846,250.215195,0.429083,0.578155,0.002223,0.004886,0.105298,997.28,30.2,-399.530025,0.179232,11.275473,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.125195
1576.25652,0.080598,-0.105421,9.95283,250.209121,0.437493,0.573028,-0.006768,0.003139,0.147101,997.24,30.2,-399.172793,0.181945,11.2757,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.119121
1576.264755,0.051945,-0.105575,9.997956,250.203024,0.452703,0.56954,0.021265,0.017835,0.191717,997.24,30.2,-399.172793,0.18104,11.2757,34:37.6,10.988533,216.09,35.292432,136.251483,3921716.869,12377286.69,92.5,-34.113024
1576.275048,0.012028,-0.086574,9.983016,250.196947,0.459475,0.571215,0.06646,0.019468,0.175984,997.24,30.2,-399.172793,0.19284,11.2757,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.406947
1576.284803,-0.026432,-0.062364,9.920422,250.18614,0.467851,0.566063,0.111877,0.017231,0.113701,997.24,30.2,-399.172793,0.19284,11.433409,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.39614
1576.294351,-0.051945,-0.040299,9.789029,250.180048,0.483062,0.56258,0.145133,0.011618,-0.018425,997.24,30.2,-399.172793,0.187384,11.196012,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.390048
1576.304783,-0.045739,-0.022142,9.784049,250.180034,0.491501,0.557421,0.148706,-0.005907,-0.023544,997.26,30.2,-399.351411,0.19284,11.275586,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.390034
1576.312053,-0.034783,-0.030952,9.753403,250.167941,0.49309,0.550696,0.13429,-0.001737,-0.054563,997.26,30.2,-399.351411,0.194662,11.195899,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.377941
1576.320033,-0.015936,-0.038614,9.796307,250.163187,0.501492,0.545513,0.115415,-0.00227,-0.010272,997.26,30.2,-399.351411,0.19284,11.195899,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.373187
1576.327562,0.020379,-0.011416,9.8458,250.157103,0.506625,0.553991,0.097556,-0.044139,0.038964,997.26,30.2,-399.351411,0.20014,11.275586,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.367103
1576.336254,0.052098,0.003218,9.930612,250.157103,0.506625,0.553991,0.077048,-0.072016,0.123904,997.26,30.2,-399.351411,0.183756,11.195899,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.367103
1576.346502,0.077381,0.040836,9.958806,250.151041,0.515039,0.548872,0.072962,-0.115687,0.151687,997.26,30.2,-399.351411,0.180136,11.195899,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.361041
1576.355847,0.074316,0.070715,9.903567,250.144993,0.525097,0.536955,0.089259,-0.137997,0.095894,997.26,30.2,-399.351411,0.180136,11.115641,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.354993
1576.363782,0.050029,0.072784,9.821207,250.138935,0.533514,0.531838,0.111687,-0.126962,0.013023,997.27,30.2,-399.440719,0.180136,11.115585,34:37.7,10.962811,216.79,35.292425,136.251477,3921716.128,12377286.09,92.5,-33.348935
1576.372335,0.009883,0.075082,9.761294,250.128132,0.541892,0.526698,0.148588,-0.10898,-0.046396,997.27,30.2,-399.440719,0.185569,11.034744,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.278132
1576.379567,-0.008274,0.069566,9.651659,250.122092,0.551953,0.514784,0.161443,-0.092782,-0.156408,997.27,30.2,-399.440719,0.180136,11.034744,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.272092
1576.388179,-0.043134,0.042598,9.651659,250.122092,0.551953,0.514784,0.180138,-0.052871,-0.156501,997.26,30.2,-399.351411,0.185569,11.034799,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.272092
1576.396514,-0.083127,0.002758,9.676329,250.116044,0.551931,0.514824,0.197835,0.000764,-0.132146,997.26,30.2,-399.351411,0.178329,11.034799,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.266044
1576.406601,-0.115764,-0.027811,9.690196,250.110012,0.553552,0.508066,0.212798,0.043987,-0.118599,997.27,30.2,-399.440719,0.172018,10.871257,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.260012
1576.415087,-0.119748,-0.045969,9.713104,250.099214,0.55349,0.508084,0.208311,0.061894,-0.094679,997.27,30.2,-399.440719,0.180136,10.953305,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.249214
1576.424646,-0.089179,-0.030263,9.717854,250.093187,0.546669,0.506478,0.187206,0.033675,-0.090028,997.27,30.2,-399.440719,0.181945,11.034744,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.243187
1576.435228,0.02375,-0.015093,9.683531,250.087147,0.538204,0.51167,0.092413,-0.032748,-0.123682,997.24,30.2,-399.172793,0.178329,10.87142,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.237147
1576.444842,0.071635,-0.006589,9.684603,250.081122,0.531383,0.510063,0.052588,-0.062491,-0.12251,997.24,30.2,-399.172793,0.182851,10.95347,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.231122
1576.455125,0.098603,0.01042,9.624691,250.070321,0.531322,0.510079,0.035659,-0.089729,-0.181423,997.23,30.2,-399.083482,0.183756,11.034965,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.220321
1576.462646,0.108716,-0.017391,9.609291,250.058232,0.531276,0.510157,0.013766,-0.069585,-0.197054,997.23,30.2,-399.083482,0.167524,11.115808,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.208232
1576.470063,0.1222,-0.033634,9.630743,250.052189,0.531254,0.510196,-0.005387,-0.061404,-0.175621,997.23,30.2,-399.083482,0.17472,11.034965,34:37.8,10.865067,216.85,35.292417,136.25147,3921715.202,12377285.48,92.5,-33.202189
1576.478432,0.114079,-0.046045,9.634957,250.041386,0.531192,0.510212,-0.003787,-0.046673,-0.170476,997.26,30.2,-399.351411,0.19284,11.034799,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.611386
1576.48666,0.09301,-0.036698,9.567077,250.041386,0.531192,0.510212,0.018384,-0.045084,-0.238625,997.26,30.2,-399.351411,0.178329,11.034799,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.611386
1576.496489,0.057078,-0.033097,9.528693,250.035343,0.53117,0.510251,0.0515,-0.031691,-0.277659,997.26,30.2,-399.351411,0.181945,11.034799,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.605343
1576.506193,-0.012641,-0.000766,9.541564,250.02326,0.531124,0.510329,0.128442,-0.028526,-0.266303,997.26,30.2,-399.351411,0.196486,10.95336,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.59326
1576.513418,-0.040529,0.054473,9.537197,250.017239,0.524305,0.508717,0.177364,-0.065088,-0.271685,997.26,30.2,-399.351411,0.180136,11.034799,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.587239
1576.522447,-0.049953,0.110172,9.557653,250.006433,0.524244,0.508733,0.211518,-0.110318,-0.250906,997.26,30.2,-399.351411,0.182851,10.95336,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.576433
1576.529727,-0.041678,0.158592,9.543709,249.994373,0.517402,0.507159,0.225103,-0.157332,-0.265754,997.26,30.2,-399.351411,0.189201,10.95336,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.564373
1576.537998,-0.017315,0.190464,9.516741,249.994373,0.517402,0.507159,0.217748,-0.196729,-0.292783,997.27,30.2,-399.440719,0.181945,10.871257,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.564373
1576.546821,0.029956,0.203411,9.507241,249.988355,0.510582,0.505545,0.18047,-0.23015,-0.30224,997.27,30.2,-399.440719,0.193751,10.953305,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.558355
1576.556034,0.076691,0.184258,9.533979,249.977578,0.505377,0.497111,0.129097,-0.233789,-0.273961,997.27,30.2,-399.440719,0.178329,10.871257,34:37.9,10.9731,216.43,35.292408,136.251462,3921714.275,12377284.72,92.5,-33.547578
1576.564253,0.086038,0.137906,9.535282,249.965502,0.505333,0.497185,0.099584,-0.196904,-0.272756,997.24,30.2,-399.172793,0.178329,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.475502
1576.573197,0.081901,0.094083,9.530915,249.959505,0.491718,0.493915,0.080844,-0.156608,-0.277047,997.24,30.2,-399.172793,0.178329,10.95347,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.469505
1576.581213,0.064816,0.052481,9.57244,249.942677,0.484842,0.492311,0.076285,-0.112224,-0.234687,997.25,30.2,-399.262102,0.178329,10.953415,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.452677
1576.588714,0.036928,0.043211,9.573282,249.93668,0.471228,0.489038,0.094541,-0.091729,-0.234261,997.25,30.2,-399.262102,0.179232,10.953415,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.44668
1576.596899,0.004827,0.055392,9.592896,249.93668,0.471228,0.489038,0.128869,-0.087867,-0.215016,997.25,30.2,-399.262102,0.167524,10.953415,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.44668
1576.607201,-0.016089,0.079526,9.584162,249.924631,0.464388,0.487452,0.157326,-0.099911,-0.224685,997.24,30.2,-399.172793,0.178329,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.434631
1576.615529,-0.047578,0.100748,9.589525,249.913846,0.449084,0.490948,0.193109,-0.10596,-0.218829,997.24,30.2,-399.172793,0.17472,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.423846
1576.625842,-0.09301,0.110172,9.563399,249.90182,0.435448,0.487701,0.235257,-0.093839,-0.245908,997.24,30.2,-399.172793,0.171118,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.41182
1576.635743,-0.1222,0.088336,9.500652,249.88501,0.42178,0.484429,0.248202,-0.061259,-0.308008,997.24,30.2,-399.172793,0.168421,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.39501
1576.645353,-0.12741,0.062594,9.416682,249.879033,0.399715,0.486282,0.237031,-0.037575,-0.392002,997.24,30.2,-399.172793,0.171118,10.87142,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.389033
1576.655826,-0.119212,0.0534,9.289273,249.862243,0.379255,0.481343,0.220922,-0.033398,-0.51855,997.25,30.2,-399.262102,0.224077,10.871366,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.372243
1576.663079,-0.082361,0.019843,9.276018,249.850241,0.357166,0.483218,0.169606,-0.022413,-0.531813,997.25,30.2,-399.262102,0.171118,10.788693,34:38.0,10.757033,217.49,35.292402,136.251455,3921713.535,12377284.12,92.5,-32.360241
1576.671017,-0.082361,0.021222,9.29816,249.838243,0.335076,0.485087,0.16742,-0.02562,-0.510221,997.24,30.2,-399.172793,0.165729,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.308243
1576.67856,-0.066808,0.026279,9.391783,249.827484,0.312982,0.486901,0.153726,-0.039642,-0.415581,997.24,30.2,-399.172793,0.172918,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.297484
1576.686845,-0.028501,0.060372,9.500345,249.827484,0.312982,0.486901,0.136417,-0.088106,-0.307108,997.24,30.2,-399.172793,0.166626,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.297484
1576.696916,0.011262,0.091018,9.512834,249.815472,0.299346,0.483629,0.113158,-0.13424,-0.295222,997.24,30.2,-399.172793,0.171118,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.285472
1576.706191,-0.00429,0.114845,9.508467,249.798665,0.284023,0.487122,0.135962,-0.149823,-0.299253,997.24,30.2,-399.172793,0.165729,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.268665
1576.714127,-0.044973,0.143729,9.465179,249.78666,0.268723,0.490637,0.183091,-0.158075,-0.343558,997.24,30.2,-399.172793,0.149662,10.788747,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.25666
1576.72161,-0.079066,0.154148,9.437675,249.780688,0.251783,0.500919,0.216248,-0.154185,-0.371614,997.24,30.2,-399.172793,0.15857,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.250688
1576.728841,-0.091708,0.138979,9.382436,249.763888,0.236458,0.504401,0.218078,-0.136176,-0.426132,997.24,30.2,-399.172793,0.147886,10.87142,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.233888
1576.737925,-0.067497,0.119289,9.309269,249.763888,0.236458,0.504401,0.186944,-0.129478,-0.499021,997.22,30.2,-398.99417,0.15322,10.871529,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.233888
1576.746566,-0.044973,0.087187,9.2882,249.757918,0.221181,0.507886,0.15005,-0.112932,-0.519999,997.22,30.2,-398.99417,0.149662,10.788855,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.227918
1576.75679,-0.028041,0.063054,9.306817,249.741129,0.20419,0.518154,0.122367,-0.102196,-0.500491,997.23,30.2,-399.083482,0.15857,10.70566,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.211129
1576.764694,-0.010343,0.069336,9.412775,249.729143,0.188882,0.521652,0.108429,-0.118278,-0.395126,997.23,30.2,-399.083482,0.163937,10.87165,34:38.1,10.772467,217.53,35.292393,136.251447,3921712.609,12377283.36,92.5,-32.199143
1576.774076,-0.013484,0.087724,9.439207,249.723194,0.171935,0.531922,0.118237,-0.136076,-0.369191,997.23,30.2,-399.083482,0.163937,10.788974,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.153194
1576.782709,-0.024593,0.113619,9.435606,249.70639,0.161731,0.543846,0.139504,-0.156338,-0.372491,997.24,30.2,-399.172793,0.163937,10.78892,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.13639
1576.789968,-0.019154,0.162652,9.451006,249.694431,0.144749,0.554128,0.155856,-0.205192,-0.358171,997.24,30.2,-399.172793,0.12146,10.78892,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.124431
1576.798271,-0.020456,0.162652,9.453304,249.694431,0.144749,0.554128,0.157026,-0.204605,-0.355876,997.24,30.2,-399.172793,0.163937,10.705607,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.124431
1576.807206,-0.018004,0.122583,9.43959,249.677619,0.13621,0.559253,0.13538,-0.17149,-0.368599,997.24,30.2,-399.172793,0.167524,10.871595,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.107619
1576.814449,-0.016549,0.115305,9.412392,249.665671,0.119223,0.569528,0.128889,-0.168276,-0.396347,997.24,30.2,-399.172793,0.172018,10.871595,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.095671
1576.822653,0.010879,0.085655,9.476595,249.654896,0.109043,0.581424,0.090693,-0.157738,-0.330932,997.24,30.2,-399.172793,0.178329,10.871595,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.084896
1576.829925,0.038307,0.077687,9.525552,249.642959,0.092051,0.591693,0.061343,-0.166616,-0.28248,997.24,30.2,-399.172793,0.172918,10.871595,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.072959
1576.838182,0.076844,0.077687,9.573436,249.642959,0.092051,0.591693,0.027507,-0.184906,-0.234536,997.26,30.2,-399.351411,0.171118,10.871486,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.072959
1576.847033,0.101897,0.072401,9.58692,249.626203,0.075042,0.601925,0.001275,-0.194797,-0.220419,997.26,30.2,-399.351411,0.176523,10.705499,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.056203
1576.856312,0.108409,0.116071,9.544169,249.61427,0.063162,0.620651,0.015279,-0.239807,-0.264311,997.26,30.2,-399.351411,0.17472,10.871486,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.04427
1576.864511,0.096764,0.147483,9.563935,249.597491,0.052939,0.632548,0.039787,-0.26492,-0.244373,997.24,30.2,-399.172793,0.178329,10.78892,34:38.2,10.813622,217.57,35.292385,136.25144,3921711.683,12377282.75,92.5,-32.027491
1576.871844,0.08803,0.174221,9.564855,249.585514,0.049515,0.646155,0.060571,-0.286814,-0.244429,997.24,30.2,-399.172793,0.176523,10.78892,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.055514
1576.879779,0.08803,0.182113,9.529842,249.568741,0.039286,0.658047,0.063522,-0.295977,-0.279009,997.24,30.2,-399.172793,0.167524,10.78892,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.038741
1576.887865,0.069566,0.157902,9.520495,249.568741,0.039286,0.658047,0.068545,-0.265866,-0.28809,997.24,30.2,-399.172793,0.163937,10.78892,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.038741
1576.896626,0.063207,0.138366,9.504329,249.562816,0.029104,0.669963,0.064442,-0.247989,-0.304403,997.24,30.2,-399.172793,0.156785,10.78892,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.032816
1576.907141,0.101131,0.114539,9.509309,249.550887,0.018881,0.68189,0.019293,-0.247148,-0.299794,997.25,30.2,-399.262102,0.163937,10.788866,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.020887
1576.914399,0.102587,0.081901,9.511761,249.540131,0.008685,0.693764,0.00228,-0.221489,-0.296123,997.25,30.2,-399.262102,0.163937,10.788866,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-32.010131
1576.922338,0.085195,0.074776,9.5326,249.52824,-0.003222,0.712477,0.014216,-0.210987,-0.275893,997.25,30.2,-399.262102,0.163937,10.705553,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-31.99824
1576.929845,0.044283,0.082131,9.588375,249.511482,-0.013465,0.724355,0.053626,-0.201583,-0.219673,997.25,30.2,-399.262102,0.163937,10.621587,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-31.981482
1576.937641,0.007355,0.103583,9.659627,249.511482,-0.013465,0.724355,0.096699,-0.204149,-0.148693,997.25,30.2,-399.262102,0.15857,10.705553,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-31.981482
1576.947459,-0.021529,0.135531,9.724826,249.505579,-0.023657,0.736264,0.136955,-0.222262,-0.084253,997.23,30.2,-399.083482,0.163937,10.70566,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-31.975579
1576.956514,-0.062441,0.169778,9.721455,249.493674,-0.033895,0.748182,0.188565,-0.236,-0.088692,997.23,30.2,-399.083482,0.164833,10.70566,34:38.3,10.777611,217.53,35.292378,136.251432,3921710.942,12377282,92.4,-31.963674
1576.964467,-0.105575,0.183185,9.663075,249.476966,-0.050934,0.758371,0.23096,-0.229837,-0.146663,997.24,30.2,-399.172793,0.171118,10.78892,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.776966
1576.97204,-0.130857,0.178818,9.627449,249.471079,-0.06624,0.761804,0.249116,-0.215427,-0.18249,997.24,30.2,-399.172793,0.172918,10.705607,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.771079
1576.979302,-0.146104,0.164415,9.530148,249.454378,-0.083281,0.771985,0.253696,-0.197124,-0.278998,997.24,30.2,-399.172793,0.172918,10.78892,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.754378
1576.988279,-0.129095,0.134458,9.43959,249.454378,-0.083281,0.771985,0.224213,-0.177444,-0.369165,997.25,30.2,-399.262102,0.170219,10.788866,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.754378
1576.996883,-0.107184,0.093393,9.400287,249.442496,-0.098636,0.775419,0.183544,-0.152511,-0.408537,997.25,30.2,-399.262102,0.172018,10.788866,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.742496
1577.006976,-0.047884,0.05861,9.422888,249.425801,-0.115681,0.785591,0.113311,-0.152517,-0.385,997.26,30.2,-399.351411,0.180136,10.788985,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.725801
1577.014503,0.013024,0.010496,9.555431,249.419927,-0.125887,0.797489,0.037031,-0.142743,-0.252285,997.26,30.2,-399.351411,0.163937,10.788985,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.719927
1577.021748,0.047271,0.010496,9.63105,249.408057,-0.136145,0.809389,0.006552,-0.16234,-0.177396,997.26,30.2,-399.351411,0.163937,10.871661,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.708057
1577.029985,0.060679,0.009194,9.673034,249.391376,-0.148096,0.828025,-0.005981,-0.171756,-0.134926,997.25,30.2,-399.262102,0.163937,10.789039,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.691376
1577.03762,0.037541,0.028118,9.663611,249.391376,-0.148096,0.828025,0.02328,-0.177515,-0.144562,997.25,30.2,-399.262102,0.163937,10.871715,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.691376
1577.047153,0.012948,0.0629,9.618255,249.385515,-0.158309,0.839918,0.060533,-0.198664,-0.190713,997.26,30.2,-399.351411,0.163937,10.788985,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.685515
1577.056727,-0.027351,0.129785,9.536431,249.374792,-0.168526,0.851757,0.126543,-0.240237,-0.272576,997.26,30.2,-399.351411,0.163937,10.788985,34:38.4,10.7879,218.7,35.29237,136.251425,3921710.016,12377281.39,92.4,-30.674792
1577.063998,-0.076002,0.147483,9.46426,249.362941,-0.178795,0.86365,0.176984,-0.234536,-0.345522,997.26,30.2,-399.351411,0.163937,10.788985,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.202941
1577.072212,-0.076002,0.154378,9.450929,249.357091,-0.189014,0.875539,0.17962,-0.242933,-0.359328,997.27,30.2,-399.440719,0.155001,10.871606,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.197091
1577.079509,-0.070102,0.161886,9.492531,249.340329,-0.197601,0.880586,0.177298,-0.254307,-0.317293,997.27,30.2,-399.440719,0.15322,10.871606,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.180329
1577.088196,-0.051791,0.170084,9.505785,249.340329,-0.197601,0.880586,0.165023,-0.270333,-0.30423,997.26,30.2,-399.351411,0.150551,10.788985,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.180329
1577.097103,-0.037388,0.163955,9.529306,249.334386,-0.199346,0.887375,0.149834,-0.273149,-0.281012,997.26,30.2,-399.351411,0.156785,10.705671,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.174386
1577.106485,-0.00498,0.169241,9.575121,249.328492,-0.207879,0.892474,0.123059,-0.295127,-0.235735,997.26,30.2,-399.351411,0.165729,10.788985,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.168492
1577.114681,0.009194,0.172766,9.595041,249.317677,-0.209627,0.899206,0.112585,-0.306298,-0.215081,997.25,30.2,-399.262102,0.165729,10.789039,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.157677
1577.121965,0.014787,0.159818,9.638635,249.305743,-0.211431,0.905995,0.102094,-0.299304,-0.17195,997.25,30.2,-399.262102,0.17472,10.789039,34:38.5,10.685011,218.16,35.292362,136.251417,3921709.09,12377280.64,92.4,-31.145743
