time[s],raw_a_x[m/s^2],raw_a_y[m/s^2],raw_a_z[m/s^2],Yaw[deg],Pitch[deg],Roll[deg],a_x[m/s^2],a_y[m/s^2],a_z[m/s^2],気圧[hPa],気温[度],相対高度[m],適当な過重[kg],対気速度[m/s],GPS時間[hh:mm:ss.000],GPS速さ[m/s],進行角[deg],北緯[deg],東経[deg],北緯[m],東経[m],GPS高さ[m],ドリフト角[deg]
1528.348156,-0.304466,-0.071328,9.829098,316.187522,-2.258205,1.420466,-0.172809,-0.082038,0.025145,996.18,30.2,-389.699902,0.000002,1.339558,33:49.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427522
1528.357006,-0.325305,-0.060832,9.74352,316.187522,-2.258205,1.420466,-0.159224,-0.103751,-0.059783,996.18,30.2,-389.699902,0.000002,1.339558,33:49.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427522
1528.367445,-0.357023,-0.052787,9.731261,316.187522,-2.258205,1.420466,-0.13903,-0.129981,-0.070978,996.19,30.2,-389.789325,0.000002,1.339551,33:49.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427522
1528.376049,-0.355185,-0.056388,9.747121,316.187522,-2.258205,1.420466,-0.138936,-0.125937,-0.055118,996.19,30.2,-389.789325,0.000002,1.339551,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427522
1528.385595,-0.348826,-0.056388,9.78673,316.18755,-2.264804,1.422801,-0.146841,-0.121335,-0.01584,996.19,30.2,-389.789325,0.000002,1.339551,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.42755
1528.396056,-0.326684,-0.052404,9.834231,316.18755,-2.264804,1.422801,-0.168761,-0.110287,0.030638,996.14,30.2,-389.3422,0.000002,1.339585,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.42755
1528.405607,-0.306381,-0.056082,9.917588,316.187498,-2.273731,1.418537,-0.186849,-0.092684,0.113176,996.14,30.2,-389.3422,0.000002,1.339585,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427498
1528.415849,-0.289756,-0.06788,9.936128,316.187498,-2.273731,1.418537,-0.193244,-0.072962,0.13133,996.14,30.2,-389.3422,0.000002,0,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427498
1528.423355,-0.291135,-0.075618,9.925173,316.187526,-2.28033,1.420872,-0.187955,-0.067459,0.120586,996.14,30.2,-389.3422,0.000002,0,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427526
1528.430578,-0.28876,-0.084429,9.88564,316.187473,-2.289258,1.416609,-0.183177,-0.057792,0.081192,996.14,30.2,-389.3422,0.000002,0,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427473
1528.439339,-0.295732,-0.096764,9.828025,316.187473,-2.289258,1.416609,-0.167337,-0.052895,0.024222,996.13,30.2,-389.252771,0.000002,0,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.427473
1528.447717,-0.312434,-0.099599,9.793626,316.193974,-2.295696,1.418909,-0.152107,-0.060961,-0.008318,996.13,30.2,-389.252771,0.000002,0,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433974
1528.457618,-0.319865,-0.096611,9.786041,316.194002,-2.302295,1.421244,-0.148973,-0.067597,-0.015712,996.14,30.2,-389.3422,0.000002,1.339585,33:49.8,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.434002
1528.467268,-0.338253,-0.088796,9.787573,316.193947,-2.311222,1.416981,-0.140374,-0.083683,-0.013656,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433947
1528.475196,-0.358249,-0.076385,9.794238,316.194001,-2.32442,1.421651,-0.135173,-0.105056,-0.006576,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.434001
1528.485791,-0.365221,-0.069643,9.801747,316.193944,-2.333347,1.417388,-0.135063,-0.113106,0.001024,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433944
1528.495349,-0.352426,-0.067267,9.792706,316.19397,-2.339947,1.419723,-0.147203,-0.106589,-0.008626,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.43397
1528.505622,-0.319789,-0.079909,9.797456,316.194023,-2.353145,1.424394,-0.167141,-0.075445,-0.004989,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.434023
1528.515405,-0.314962,-0.091937,9.777,316.193964,-2.362072,1.420131,-0.16311,-0.061659,-0.025345,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433964
1528.52264,-0.316341,-0.103659,9.752943,316.193991,-2.368672,1.422466,-0.154667,-0.053159,-0.04907,996.14,30.2,-389.3422,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433991
1528.530829,-0.322011,-0.113083,9.752943,316.19393,-2.377599,1.418203,-0.145079,-0.047857,-0.048628,996.16,30.2,-389.521053,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.43393
1528.53842,-0.326148,-0.123196,9.745282,316.19393,-2.377599,1.418203,-0.135156,-0.04263,-0.055858,996.16,30.2,-389.521053,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.43393
1528.54802,-0.326914,-0.134535,9.749113,316.193956,-2.384199,1.420539,-0.128758,-0.033859,-0.051762,996.17,30.2,-389.610478,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433956
1528.55729,-0.325611,-0.144342,9.734479,316.193982,-2.390798,1.422874,-0.124044,-0.025109,-0.066231,996.17,30.2,-389.610478,0.000002,0,33:49.9,0.015433,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433982
1528.566986,-0.333962,-0.152233,9.718084,316.193919,-2.399726,1.418611,-0.11254,-0.022801,-0.08209,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433919
1528.575361,-0.346374,-0.161733,9.693261,316.193945,-2.406325,1.420947,-0.096855,-0.022969,-0.106168,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.584871,-0.33764,-0.167632,9.68468,316.193971,-2.412925,1.423282,-0.100651,-0.012563,-0.114999,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433971
1528.594475,-0.329136,-0.174374,9.693261,316.193881,-2.415253,1.416683,-0.103058,-0.000801,-0.106609,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.60316,-0.309752,-0.170467,9.724136,316.193881,-2.415253,1.416683,-0.122072,0.008538,-0.076684,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.610404,-0.289986,-0.16089,9.795081,316.193881,-2.415253,1.416683,-0.146874,0.013991,-0.006895,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.619347,-0.281558,-0.148402,9.795081,316.193881,-2.415253,1.416683,-0.161255,0.009553,-0.007558,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.627802,-0.280102,-0.129861,9.770948,316.193881,-2.415253,1.416683,-0.172844,-0.004146,-0.032182,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.637764,-0.294276,-0.126261,9.708047,316.193881,-2.415253,1.416683,-0.161041,-0.016294,-0.094498,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.647264,-0.308909,-0.135991,9.654494,316.193881,-2.415253,1.416683,-0.140975,-0.018283,-0.14713,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.656753,-0.307454,-0.148402,9.628598,316.193881,-2.415253,1.416683,-0.133075,-0.007891,-0.172749,996.17,30.2,-389.610478,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.667279,-0.288836,-0.165257,9.637792,316.193881,-2.415253,1.416683,-0.137431,0.016979,-0.163934,996.16,30.2,-389.521053,0.000002,0,33:50.0,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.675212,-0.264933,-0.183109,9.746125,316.193881,-2.415253,1.416683,-0.150062,0.046656,-0.056299,996.16,30.2,-389.521053,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.685334,-0.231912,-0.189391,9.746125,316.193881,-2.415253,1.416683,-0.171802,0.072262,-0.057535,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.694987,-0.200883,-0.177516,9.800981,316.193881,-2.415253,1.416683,-0.206024,0.082875,-0.004347,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.704105,-0.157596,-0.169318,9.837449,316.193881,-2.415253,1.416683,-0.246586,0.103908,0.030051,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.713141,-0.129555,-0.164491,9.883035,316.193881,-2.415253,1.416683,-0.273619,0.118068,0.07428,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.720395,-0.107107,-0.164261,9.908317,316.193881,-2.415253,1.416683,-0.29244,0.132153,0.098581,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.728953,-0.107107,-0.167786,9.909467,316.193881,-2.415253,1.416683,-0.290286,0.134906,0.099816,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.737881,-0.13645,-0.171846,9.874913,316.193881,-2.415253,1.416683,-0.263254,0.119412,0.066641,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.74711,-0.162269,-0.17131,9.814541,316.193881,-2.415253,1.416683,-0.240596,0.102362,0.007417,996.15,30.2,-389.431627,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.757566,-0.176213,-0.170084,9.747197,316.193881,-2.415253,1.416683,-0.227268,0.092175,-0.059288,996.16,30.2,-389.521053,0.000002,0,33:50.1,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.767077,-0.187629,-0.178818,9.685216,316.193881,-2.415253,1.416683,-0.209922,0.091369,-0.120497,996.16,30.2,-389.521053,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.775313,-0.173762,-0.183032,9.713487,316.193881,-2.415253,1.416683,-0.219429,0.103553,-0.092741,996.16,30.2,-389.521053,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1528.784848,-0.190693,-0.174604,9.75823,316.193971,-2.412925,1.423282,-0.214104,0.085568,-0.047552,996.16,30.2,-389.521053,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433971
1528.793336,-0.207165,-0.16089,9.797303,316.193945,-2.406325,1.420947,-0.210653,0.064434,-0.008117,996.16,30.2,-389.521053,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.801528,-0.229997,-0.136833,9.825727,316.193945,-2.406325,1.420947,-0.209351,0.031579,0.020635,996.17,30.2,-389.610478,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.808849,-0.246852,-0.115994,9.842046,316.193945,-2.406325,1.420947,-0.210094,0.004893,0.037126,996.17,30.2,-389.610478,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.818502,-0.247924,-0.100595,9.872538,316.193945,-2.406325,1.420947,-0.220384,-0.007556,0.067245,996.17,30.2,-389.610478,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.827175,-0.247465,-0.093623,9.893531,316.193945,-2.406325,1.420947,-0.226125,-0.012549,0.08802,996.17,30.2,-389.610478,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.836749,-0.240186,-0.097607,9.916975,316.193945,-2.406325,1.420947,-0.230418,-0.004716,0.111229,996.17,30.2,-389.610478,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.847269,-0.236356,-0.1032,9.93452,316.193945,-2.406325,1.420947,-0.230737,0.002167,0.12873,996.15,30.2,-389.431627,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.856877,-0.257041,-0.122813,9.95398,316.193945,-2.406325,1.420947,-0.203295,0.004601,0.149521,996.15,30.2,-389.431627,0.000002,0,33:50.2,0.005144,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.867142,-0.244247,-0.129708,9.982097,316.193945,-2.406325,1.420947,-0.210279,0.018195,0.177238,996.15,30.2,-389.431627,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.874666,-0.241565,-0.138519,10.022013,316.193945,-2.406325,1.420947,-0.208766,0.027019,0.217212,996.15,30.2,-389.431627,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.88293,-0.247082,-0.148862,10.049824,316.193945,-2.406325,1.420947,-0.199335,0.031809,0.245477,996.15,30.2,-389.431627,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.891162,-0.24961,-0.15637,10.048215,316.193945,-2.406325,1.420947,-0.192585,0.036059,0.244162,996.16,30.2,-389.521053,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.898704,-0.266848,-0.168245,10.025384,316.193945,-2.406325,1.420947,-0.170635,0.034331,0.222377,996.16,30.2,-389.521053,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.908234,-0.291748,-0.172459,9.978037,316.193945,-2.406325,1.420947,-0.146347,0.021659,0.176236,996.17,30.2,-389.610478,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.917802,-0.32339,-0.177899,9.862119,316.193945,-2.406325,1.420947,-0.11274,0.005228,0.061922,996.17,30.2,-389.610478,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.925865,-0.354802,-0.184641,9.812473,316.193945,-2.406325,1.420947,-0.081693,-0.009576,0.013822,996.17,30.2,-389.610478,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.936337,-0.372423,-0.182955,9.758613,316.193945,-2.406325,1.420947,-0.066448,-0.022323,-0.039275,996.17,30.2,-389.610478,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.945571,-0.384605,-0.175754,9.720995,316.193945,-2.406325,1.420947,-0.059676,-0.035838,-0.076514,996.17,30.2,-389.610478,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.955556,-0.384758,-0.172689,9.704216,316.193945,-2.406325,1.420947,-0.060668,-0.038439,-0.093342,996.18,30.2,-389.699902,0.000002,0,33:50.3,0.025722,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.964955,-0.380467,-0.166713,9.718697,316.193945,-2.406325,1.420947,-0.068449,-0.040299,-0.079208,996.18,30.2,-389.699902,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.972259,-0.374798,-0.158132,9.797303,316.193945,-2.406325,1.420947,-0.082028,-0.04287,-0.001147,996.18,30.2,-389.699902,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.980502,-0.382153,-0.152693,9.84511,316.193945,-2.406325,1.420947,-0.082025,-0.051383,0.046777,996.16,30.2,-389.521053,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.988465,-0.394258,-0.143116,9.886329,316.193945,-2.406325,1.420947,-0.080603,-0.066143,0.088216,996.16,30.2,-389.521053,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1528.998211,-0.398242,-0.13622,9.890849,316.193945,-2.406325,1.420947,-0.082046,-0.07398,0.092728,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.007509,-0.401307,-0.132926,9.887402,316.193945,-2.406325,1.420947,-0.081562,-0.078492,0.089331,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.017254,-0.405367,-0.134458,9.871006,316.193945,-2.406325,1.420947,-0.076653,-0.079962,0.073164,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.025467,-0.403528,-0.125724,9.850703,316.193945,-2.406325,1.420947,-0.082578,-0.085753,0.052592,996.16,30.2,-389.521053,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.034519,-0.408738,-0.12266,9.834768,316.193945,-2.406325,1.420947,-0.079679,-0.09152,0.036818,996.16,30.2,-389.521053,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.042469,-0.406057,-0.115152,9.808336,316.193945,-2.406325,1.420947,-0.085196,-0.095871,0.01012,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.049978,-0.389661,-0.098986,9.802206,316.193945,-2.406325,1.420947,-0.107783,-0.098217,0.002909,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.058251,-0.382536,-0.076155,9.803585,316.193945,-2.406325,1.420947,-0.127702,-0.111517,0.003422,996.17,30.2,-389.610478,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.06855,-0.378475,-0.054166,9.789259,316.193945,-2.406325,1.420947,-0.143952,-0.126193,-0.011603,996.16,30.2,-389.521053,0.000002,0,33:50.4,0.020578,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.077074,-0.359475,-0.039993,9.823658,316.193945,-2.406325,1.420947,-0.169271,-0.125069,0.021606,996.16,30.2,-389.521053,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.087251,-0.344152,-0.026049,9.838062,316.193945,-2.406325,1.420947,-0.190622,-0.126214,0.035003,996.16,30.2,-389.521053,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.097114,-0.334575,-0.02513,9.848481,316.193945,-2.406325,1.420947,-0.199148,-0.120849,0.044986,996.16,30.2,-389.521053,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.106587,-0.321244,-0.028884,9.849171,316.193945,-2.406325,1.420947,-0.207195,-0.109558,0.045208,996.16,30.2,-389.521053,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.117015,-0.313736,-0.027351,9.839364,316.193945,-2.406325,1.420947,-0.213521,-0.10611,0.03506,996.15,30.2,-389.431627,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.124308,-0.307377,-0.022525,9.81615,316.193945,-2.406325,1.420947,-0.220371,-0.106044,0.011487,996.15,30.2,-389.431627,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.132498,-0.322777,-0.020073,9.796537,316.193945,-2.406325,1.420947,-0.208987,-0.117751,-0.007517,996.14,30.2,-389.3422,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.140007,-0.334499,-0.020379,9.760911,316.193945,-2.406325,1.420947,-0.197961,-0.125117,-0.0426,996.14,30.2,-389.3422,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.148308,-0.311514,-0.016472,9.745205,316.193945,-2.406325,1.420947,-0.217526,-0.113852,-0.059349,996.14,30.2,-389.3422,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.158402,-0.317107,-0.015706,9.737007,316.193945,-2.406325,1.420947,-0.213262,-0.118015,-0.067321,996.16,30.2,-389.521053,0.000002,0,33:50.5,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.167661,-0.30822,-0.017775,9.740685,316.193945,-2.406325,1.420947,-0.219053,-0.110803,-0.063969,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.175975,-0.310135,-0.024057,9.749955,316.193945,-2.406325,1.420947,-0.214073,-0.107047,-0.054474,996.17,30.2,-389.610478,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.185712,-0.291748,-0.033634,9.765738,316.193945,-2.406325,1.420947,-0.223129,-0.087944,-0.039245,996.17,30.2,-389.610478,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.194857,-0.273667,-0.051945,9.762367,316.193945,-2.406325,1.420947,-0.225548,-0.062366,-0.042918,996.17,30.2,-389.610478,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.203899,-0.270909,-0.074699,9.748883,316.193945,-2.406325,1.420947,-0.212779,-0.043012,-0.055938,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.211143,-0.275659,-0.090328,9.748729,316.193945,-2.406325,1.420947,-0.199281,-0.033822,-0.055504,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.219662,-0.272824,-0.100135,9.759302,316.193945,-2.406325,1.420947,-0.195848,-0.024333,-0.04482,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.228418,-0.253058,-0.112164,9.787573,316.193945,-2.406325,1.420947,-0.205042,-0.002367,-0.017116,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.237507,-0.230533,-0.11768,9.842506,316.193945,-2.406325,1.420947,-0.221749,0.016446,0.036942,996.16,30.2,-389.521053,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.248057,-0.220573,-0.119442,9.85124,316.193945,-2.406325,1.420947,-0.228811,0.024128,0.045291,996.15,30.2,-389.431627,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433945
1529.257396,-0.226626,-0.085655,9.857905,316.193971,-2.412925,1.423282,-0.246741,-0.005532,0.051308,996.15,30.2,-389.431627,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433971
1529.267632,-0.24034,-0.078147,9.854611,316.193881,-2.415253,1.416683,-0.240224,-0.01887,0.048427,996.15,30.2,-389.431627,0.000002,0,33:50.6,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433881
1529.275678,-0.261485,-0.073473,9.845647,316.193906,-2.421852,1.419019,-0.227411,-0.035439,0.040196,996.15,30.2,-389.431627,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433906
1529.285064,-0.298183,-0.070409,9.809102,316.193931,-2.428452,1.421355,-0.200155,-0.060713,0.005121,996.15,30.2,-389.431627,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433931
1529.294621,-0.340781,-0.075695,9.775161,316.193891,-2.44398,1.419427,-0.163925,-0.081646,-0.026909,996.16,30.2,-389.521053,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433891
1529.302633,-0.375411,-0.077227,9.761064,316.193915,-2.450579,1.421763,-0.136474,-0.101885,-0.039515,996.16,30.2,-389.521053,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433915
1529.310598,-0.393339,-0.075235,9.748806,316.193848,-2.459507,1.4175,-0.12391,-0.113256,-0.051057,996.16,30.2,-389.521053,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433848
1529.31901,-0.408891,-0.070026,9.725439,316.193848,-2.459507,1.4175,-0.113939,-0.127249,-0.073857,996.16,30.2,-389.521053,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433848
1529.327784,-0.410653,-0.063437,9.713487,316.193872,-2.466107,1.419836,-0.117234,-0.133183,-0.085919,996.16,30.2,-389.521053,0.000002,0,33:50.7,0.010289,125.76,35.294158,136.254425,3921908.736,12377553.92,101.2,-190.433872
